"","Counter","State","Initial Claims","Continued Claims","Date","WeekOfYear"
"1",5,"Alabama",3.629,21.143,2020-01-04,"01"
"2",6,"Alabama",2.483,17.402,2020-01-11,"02"
"3",7,"Alabama",2.129,18.39,2020-01-18,"03"
"4",8,"Alabama",2.17,17.284,2020-01-25,"04"
"5",9,"Alabama",2.176,16.745,2020-02-01,"05"
"6",10,"Alabama",1.981,16.571,2020-02-08,"06"
"7",11,"Alabama",1.735,16.059,2020-02-15,"07"
"8",12,"Alabama",1.575,14.721,2020-02-22,"08"
"9",13,"Alabama",1.663,13.657,2020-02-29,"09"
"10",14,"Alabama",1.819,13.07,2020-03-07,"10"
"11",15,"Alabama",10.892,12.487,2020-03-14,"11"
"12",16,"Alabama",80.984,18.083,2020-03-21,"12"
"13",17,"Alabama",106.739,52.176,2020-03-28,"13"
"14",18,"Alabama",77.515,95.325,2020-04-04,"14"
"15",19,"Alabama",66.432,144.327,2020-04-11,"15"
"16",20,"Alabama",74.966,173.855,2020-04-18,"16"
"17",21,"Alabama",28.985,214.684,2020-04-25,"17"
"18",22,"Alabama",26.666,216.856,2020-05-02,"18"
"19",23,"Alabama",25.15,203.677,2020-05-09,"19"
"20",24,"Alabama",27.919,190.205,2020-05-16,"20"
"21",25,"Alabama",21.335,183.565,2020-05-23,"21"
"22",26,"Alabama",19.949,180.245,2020-05-30,"22"
"23",27,"Alabama",18.367,163.982,2020-06-06,"23"
"24",28,"Alabama",18.671,150.002,2020-06-13,"24"
"25",29,"Alabama",18.338,141.45,2020-06-20,"25"
"26",30,"Alabama",19.056,138.272,2020-06-27,"26"
"27",31,"Alabama",20.563,117.388,2020-07-04,"27"
"28",32,"Alabama",23.676,105.644,2020-07-11,"28"
"29",33,"Alabama",17.437,94.069,2020-07-18,"29"
"30",34,"Alabama",11.69,84.07,2020-07-25,"30"
"31",35,"Alabama",9.467,70.412,2020-08-01,"31"
"32",36,"Alabama",11.047,58.275,2020-08-08,"32"
"33",37,"Alabama",8.676,51.991,2020-08-15,"33"
"34",38,"Alabama",8.511,48.797,2020-08-22,"34"
"35",39,"Alabama",8.901,44.546,2020-08-29,"35"
"36",40,"Alabama",8.848,40.198,2020-09-05,"36"
"37",41,"Alabama",8.679,37.431,2020-09-12,"37"
"38",42,"Alabama",8.805,34.997,2020-09-19,"38"
"39",43,"Alabama",7.732,30.716,2020-09-26,"39"
"40",44,"Alabama",8.581,27.063,2020-10-03,"40"
"41",45,"Alabama",7.964,43.493,2020-10-10,"41"
"42",46,"Alabama",7.126,35.544,2020-10-17,"42"
"43",47,"Alabama",7.06,31.693,2020-10-24,"43"
"44",48,"Alabama",8.764,28.422,2020-10-31,"44"
"45",49,"Alabama",9.262,25.256,2020-11-07,"45"
"46",50,"Alabama",11.813,25.647,2020-11-14,"46"
"47",51,"Alabama",7.061,22.949,2020-11-21,"47"
"48",52,"Alabama",7.656,24.658,2020-11-28,"48"
"49",53,"Alabama",7.568,23.443,2020-12-05,"49"
"50",54,"Alabama",7.543,23.327,2020-12-12,"50"
"51",55,"Alabama",5.506,23.053,2020-12-19,"51"
"52",57,"Alaska",1.371,9.31,2020-01-04,"01"
"53",58,"Alaska",1.181,9.984,2020-01-11,"02"
"54",59,"Alaska",1.003,9.496,2020-01-18,"03"
"55",60,"Alaska",1.122,9.579,2020-01-25,"04"
"56",61,"Alaska",980,9.161,2020-02-01,"05"
"57",62,"Alaska",915,9.343,2020-02-08,"06"
"58",63,"Alaska",773,8.864,2020-02-15,"07"
"59",64,"Alaska",874,8.938,2020-02-22,"08"
"60",65,"Alaska",815,8.266,2020-02-29,"09"
"61",66,"Alaska",1.12,8.522,2020-03-07,"10"
"62",67,"Alaska",7.847,8.512,2020-03-14,"11"
"63",68,"Alaska",13.774,11.173,2020-03-21,"12"
"64",69,"Alaska",14.59,19.845,2020-03-28,"13"
"65",70,"Alaska",12.007,35.365,2020-04-04,"14"
"66",71,"Alaska",12.201,48.096,2020-04-11,"15"
"67",72,"Alaska",10.313,52.022,2020-04-18,"16"
"68",73,"Alaska",8.718,49.893,2020-04-25,"17"
"69",74,"Alaska",7.807,50.791,2020-05-02,"18"
"70",75,"Alaska",7.741,50.049,2020-05-09,"19"
"71",76,"Alaska",8.152,48,2020-05-16,"20"
"72",77,"Alaska",7.452,47.344,2020-05-23,"21"
"73",78,"Alaska",7.081,47.123,2020-05-30,"22"
"74",79,"Alaska",6.797,45.792,2020-06-06,"23"
"75",80,"Alaska",6.757,44.38,2020-06-13,"24"
"76",81,"Alaska",6.467,43.208,2020-06-20,"25"
"77",82,"Alaska",6.124,42.11,2020-06-27,"26"
"78",83,"Alaska",9.572,43.225,2020-07-04,"27"
"79",84,"Alaska",6.606,41.685,2020-07-11,"28"
"80",85,"Alaska",6.069,40.596,2020-07-18,"29"
"81",86,"Alaska",5.195,39.002,2020-07-25,"30"
"82",87,"Alaska",4.619,34.442,2020-08-01,"31"
"83",88,"Alaska",4.731,32.899,2020-08-08,"32"
"84",89,"Alaska",4.344,31.673,2020-08-15,"33"
"85",90,"Alaska",4.057,29.524,2020-08-22,"34"
"86",91,"Alaska",3.817,27.536,2020-08-29,"35"
"87",92,"Alaska",3.593,25.762,2020-09-05,"36"
"88",93,"Alaska",3.631,24.089,2020-09-12,"37"
"89",94,"Alaska",3.6,22.532,2020-09-19,"38"
"90",95,"Alaska",3.719,21.131,2020-09-26,"39"
"91",96,"Alaska",5.708,20.264,2020-10-03,"40"
"92",97,"Alaska",4.608,19.754,2020-10-10,"41"
"93",98,"Alaska",4.388,18.974,2020-10-17,"42"
"94",99,"Alaska",4.451,18.867,2020-10-24,"43"
"95",100,"Alaska",4.545,19.083,2020-10-31,"44"
"96",101,"Alaska",4.605,19.332,2020-11-07,"45"
"97",102,"Alaska",4.531,19.831,2020-11-14,"46"
"98",103,"Alaska",3.834,19.466,2020-11-21,"47"
"99",104,"Alaska",4.525,20.295,2020-11-28,"48"
"100",105,"Alaska",4.507,20.269,2020-12-05,"49"
"101",106,"Alaska",4.016,20.235,2020-12-12,"50"
"102",107,"Alaska",3.923,19.791,2020-12-19,"51"
"103",109,"Arkansas",2.493,15.536,2020-01-04,"01"
"104",110,"Arkansas",1.729,13.229,2020-01-11,"02"
"105",111,"Arkansas",1.683,12.331,2020-01-18,"03"
"106",112,"Arkansas",1.837,13.21,2020-01-25,"04"
"107",113,"Arkansas",1.724,12.964,2020-02-01,"05"
"108",114,"Arkansas",1.602,12.979,2020-02-08,"06"
"109",115,"Arkansas",1.055,12.546,2020-02-15,"07"
"110",116,"Arkansas",1.418,12.244,2020-02-22,"08"
"111",117,"Arkansas",1.843,11.618,2020-02-29,"09"
"112",118,"Arkansas",1.382,11.514,2020-03-07,"10"
"113",119,"Arkansas",9.275,10.988,2020-03-14,"11"
"114",120,"Arkansas",27.756,16.148,2020-03-21,"12"
"115",121,"Arkansas",62.086,36.499,2020-03-28,"13"
"116",122,"Arkansas",35.629,66.511,2020-04-04,"14"
"117",123,"Arkansas",25.404,91.278,2020-04-11,"15"
"118",124,"Arkansas",17.671,109.337,2020-04-18,"16"
"119",125,"Arkansas",13.448,119.332,2020-04-25,"17"
"120",126,"Arkansas",13.152,122.522,2020-05-02,"18"
"121",127,"Arkansas",11.427,122.408,2020-05-09,"19"
"122",128,"Arkansas",10.825,120.043,2020-05-16,"20"
"123",129,"Arkansas",8.481,115.365,2020-05-23,"21"
"124",130,"Arkansas",9.663,115.482,2020-05-30,"22"
"125",131,"Arkansas",9.381,113.623,2020-06-06,"23"
"126",132,"Arkansas",9.669,112.189,2020-06-13,"24"
"127",133,"Arkansas",10.395,108.691,2020-06-20,"25"
"128",134,"Arkansas",10.832,104.692,2020-06-27,"26"
"129",135,"Arkansas",14.155,99.083,2020-07-04,"27"
"130",136,"Arkansas",15.932,100.026,2020-07-11,"28"
"131",137,"Arkansas",15.257,94.113,2020-07-18,"29"
"132",138,"Arkansas",12.75,79.564,2020-07-25,"30"
"133",139,"Arkansas",5.908,62.402,2020-08-01,"31"
"134",140,"Arkansas",6.351,52.946,2020-08-08,"32"
"135",141,"Arkansas",5.66,48.069,2020-08-15,"33"
"136",142,"Arkansas",5.337,44.564,2020-08-22,"34"
"137",143,"Arkansas",5.624,42.795,2020-08-29,"35"
"138",144,"Arkansas",4.585,38.926,2020-09-05,"36"
"139",145,"Arkansas",5.778,40.856,2020-09-12,"37"
"140",146,"Arkansas",6.137,37.975,2020-09-19,"38"
"141",147,"Arkansas",5.484,36.883,2020-09-26,"39"
"142",148,"Arkansas",5.719,32.303,2020-10-03,"40"
"143",149,"Arkansas",4.318,30.873,2020-10-10,"41"
"144",150,"Arkansas",4.019,26.311,2020-10-17,"42"
"145",151,"Arkansas",4.014,27.441,2020-10-24,"43"
"146",152,"Arkansas",3.672,24.049,2020-10-31,"44"
"147",153,"Arkansas",3.484,21.884,2020-11-07,"45"
"148",154,"Arkansas",4.276,24.239,2020-11-14,"46"
"149",155,"Arkansas",3.663,21.22,2020-11-21,"47"
"150",156,"Arkansas",4.649,24.634,2020-11-28,"48"
"151",157,"Arkansas",4.049,21.953,2020-12-05,"49"
"152",158,"Arkansas",3.976,22.463,2020-12-12,"50"
"153",159,"Arkansas",3.663,19.868,2020-12-19,"51"
"154",161,"Arizona",4.654,18.259,2020-01-04,"01"
"155",162,"Arizona",4.152,18.421,2020-01-11,"02"
"156",163,"Arizona",3.475,18.401,2020-01-18,"03"
"157",164,"Arizona",3.807,18.854,2020-01-25,"04"
"158",165,"Arizona",3.636,18.461,2020-02-01,"05"
"159",166,"Arizona",3.538,18.516,2020-02-08,"06"
"160",167,"Arizona",3.151,18.217,2020-02-15,"07"
"161",168,"Arizona",3.086,18.137,2020-02-22,"08"
"162",169,"Arizona",3.357,17.593,2020-02-29,"09"
"163",170,"Arizona",3.844,17.595,2020-03-07,"10"
"164",171,"Arizona",29.348,18.108,2020-03-14,"11"
"165",172,"Arizona",88.94,26.387,2020-03-21,"12"
"166",173,"Arizona",132.428,62.597,2020-03-28,"13"
"167",174,"Arizona",98.531,120.592,2020-04-04,"14"
"168",175,"Arizona",72.457,170.262,2020-04-11,"15"
"169",176,"Arizona",52.581,196.401,2020-04-18,"16"
"170",177,"Arizona",43.023,218.76,2020-04-25,"17"
"171",178,"Arizona",31.57,228.806,2020-05-02,"18"
"172",179,"Arizona",31.957,230.566,2020-05-09,"19"
"173",180,"Arizona",26.868,217.968,2020-05-16,"20"
"174",181,"Arizona",22.012,209.944,2020-05-23,"21"
"175",182,"Arizona",24.367,210.605,2020-05-30,"22"
"176",183,"Arizona",22.419,209.529,2020-06-06,"23"
"177",184,"Arizona",25.886,217.934,2020-06-13,"24"
"178",185,"Arizona",26.328,217.505,2020-06-20,"25"
"179",186,"Arizona",25.774,216.603,2020-06-27,"26"
"180",187,"Arizona",28.695,227.419,2020-07-04,"27"
"181",188,"Arizona",21.441,229.352,2020-07-11,"28"
"182",189,"Arizona",19.063,230.822,2020-07-18,"29"
"183",190,"Arizona",15.561,232.497,2020-07-25,"30"
"184",191,"Arizona",11.655,219.459,2020-08-01,"31"
"185",192,"Arizona",12.775,211.212,2020-08-08,"32"
"186",193,"Arizona",12.487,205.978,2020-08-15,"33"
"187",194,"Arizona",11.705,202.716,2020-08-22,"34"
"188",195,"Arizona",11.343,200.184,2020-08-29,"35"
"189",196,"Arizona",10.015,194.479,2020-09-05,"36"
"190",197,"Arizona",9.065,190.507,2020-09-12,"37"
"191",198,"Arizona",8.208,175.837,2020-09-19,"38"
"192",199,"Arizona",7.966,168.948,2020-09-26,"39"
"193",200,"Arizona",7.925,151.436,2020-10-03,"40"
"194",201,"Arizona",7.053,137.816,2020-10-10,"41"
"195",202,"Arizona",6.813,125.852,2020-10-17,"42"
"196",203,"Arizona",6.389,112.425,2020-10-24,"43"
"197",204,"Arizona",6.41,103.243,2020-10-31,"44"
"198",205,"Arizona",6.285,95.164,2020-11-07,"45"
"199",206,"Arizona",7.154,91.485,2020-11-14,"46"
"200",207,"Arizona",5.569,81.219,2020-11-21,"47"
"201",208,"Arizona",7.362,82.614,2020-11-28,"48"
"202",209,"Arizona",6.921,75.979,2020-12-05,"49"
"203",210,"Arizona",7.032,75.045,2020-12-12,"50"
"204",211,"Arizona",6.569,69.775,2020-12-19,"51"
"205",213,"California",51.993,356.376,2020-01-04,"01"
"206",214,"California",64.858,376.947,2020-01-11,"02"
"207",215,"California",45.596,336.269,2020-01-18,"03"
"208",216,"California",43.458,388.341,2020-01-25,"04"
"209",217,"California",40.392,359.156,2020-02-01,"05"
"210",218,"California",43.445,375.305,2020-02-08,"06"
"211",219,"California",34.979,349.252,2020-02-15,"07"
"212",220,"California",41.678,369.988,2020-02-22,"08"
"213",221,"California",43.385,378.864,2020-02-29,"09"
"214",222,"California",57.606,351.344,2020-03-07,"10"
"215",223,"California",186.333,421.912,2020-03-14,"11"
"216",224,"California",1058325,400.565,2020-03-21,"12"
"217",225,"California",918.814,1076761,2020-03-28,"13"
"218",226,"California",655.472,1429954,2020-04-04,"14"
"219",227,"California",528.36,2422458,2020-04-11,"15"
"220",228,"California",325.343,1887575,2020-04-18,"16"
"221",229,"California",316.257,4808361,2020-04-25,"17"
"222",230,"California",212.667,2850204,2020-05-02,"18"
"223",231,"California",244.431,3565153,2020-05-09,"19"
"224",232,"California",203.262,2155310,2020-05-16,"20"
"225",233,"California",228.634,2752401,2020-05-23,"21"
"226",234,"California",255.836,2812484,2020-05-30,"22"
"227",235,"California",241.424,3001413,2020-06-06,"23"
"228",236,"California",284.494,2779425,2020-06-13,"24"
"229",237,"California",277.362,2901601,2020-06-20,"25"
"230",238,"California",264.791,2758474,2020-06-27,"26"
"231",239,"California",284.914,2946807,2020-07-04,"27"
"232",240,"California",289.594,2704904,2020-07-11,"28"
"233",241,"California",244.653,3140619,2020-07-18,"29"
"234",242,"California",222.043,2789482,2020-07-25,"30"
"235",243,"California",202.509,2961188,2020-08-01,"31"
"236",244,"California",190.354,2806840,2020-08-08,"32"
"237",245,"California",196.916,2837991,2020-08-15,"33"
"238",246,"California",219.563,2570005,2020-08-22,"34"
"239",247,"California",243.404,3012587,2020-08-29,"35"
"240",248,"California",226.004,2724331,2020-09-05,"36"
"241",249,"California",226.179,2802145,2020-09-12,"37"
"242",250,"California",171.22,2274592,2020-09-19,"38"
"243",251,"California",148.213,2212779,2020-09-26,"39"
"244",252,"California",176.083,2011273,2020-10-03,"40"
"245",253,"California",159.876,1836240,2020-10-10,"41"
"246",254,"California",152.176,1653245,2020-10-17,"42"
"247",255,"California",152.48,1561263,2020-10-24,"43"
"248",256,"California",157.773,1446336,2020-10-31,"44"
"249",257,"California",158.825,1388837,2020-11-07,"45"
"250",258,"California",168.186,1277409,2020-11-14,"46"
"251",259,"California",130.383,1103423,2020-11-21,"47"
"252",260,"California",178.724,1224826,2020-11-28,"48"
"253",261,"California",204.388,1159688,2020-12-05,"49"
"254",262,"California",158.661,1006699,2020-12-12,"50"
"255",263,"California",168.732,1048514,2020-12-19,"51"
"256",265,"Colorado",3.001,21.492,2020-01-04,"01"
"257",266,"Colorado",2.522,21.104,2020-01-11,"02"
"258",267,"Colorado",2.164,22.738,2020-01-18,"03"
"259",268,"Colorado",2.049,21.56,2020-01-25,"04"
"260",269,"Colorado",2.482,22.881,2020-02-01,"05"
"261",270,"Colorado",2.209,22.076,2020-02-08,"06"
"262",271,"Colorado",1.862,23.694,2020-02-15,"07"
"263",272,"Colorado",1.681,22.409,2020-02-22,"08"
"264",273,"Colorado",1.865,22.908,2020-02-29,"09"
"265",274,"Colorado",2.321,21.26,2020-03-07,"10"
"266",275,"Colorado",19.774,21.309,2020-03-14,"11"
"267",276,"Colorado",61.838,21.956,2020-03-21,"12"
"268",277,"Colorado",46.326,73.584,2020-03-28,"13"
"269",278,"Colorado",104.572,166.593,2020-04-04,"14"
"270",279,"Colorado",67.639,171.434,2020-04-11,"15"
"271",280,"Colorado",38.662,228.713,2020-04-18,"16"
"272",281,"Colorado",28.36,228.683,2020-04-25,"17"
"273",282,"Colorado",22.732,261.951,2020-05-02,"18"
"274",283,"Colorado",18.054,246.507,2020-05-09,"19"
"275",284,"Colorado",15.719,265.499,2020-05-16,"20"
"276",285,"Colorado",12.519,244.6,2020-05-23,"21"
"277",286,"Colorado",13.098,263.81,2020-05-30,"22"
"278",287,"Colorado",10.382,242.785,2020-06-06,"23"
"279",288,"Colorado",10.013,259.341,2020-06-13,"24"
"280",289,"Colorado",8.646,237.236,2020-06-20,"25"
"281",290,"Colorado",7.928,246.108,2020-06-27,"26"
"282",291,"Colorado",10.554,228.224,2020-07-04,"27"
"283",292,"Colorado",8.531,239.098,2020-07-11,"28"
"284",293,"Colorado",8.037,224.204,2020-07-18,"29"
"285",294,"Colorado",7.167,224.13,2020-07-25,"30"
"286",295,"Colorado",6.231,198.702,2020-08-01,"31"
"287",296,"Colorado",6.971,197.296,2020-08-08,"32"
"288",297,"Colorado",6.483,180.39,2020-08-15,"33"
"289",298,"Colorado",5.863,177.822,2020-08-22,"34"
"290",299,"Colorado",6.031,162.261,2020-08-29,"35"
"291",300,"Colorado",5.171,157.091,2020-09-05,"36"
"292",301,"Colorado",5.115,151.25,2020-09-12,"37"
"293",302,"Colorado",4.862,143.856,2020-09-19,"38"
"294",303,"Colorado",5.919,127.012,2020-09-26,"39"
"295",304,"Colorado",6.406,124.333,2020-10-03,"40"
"296",305,"Colorado",5.759,111.822,2020-10-10,"41"
"297",306,"Colorado",6.071,105.759,2020-10-17,"42"
"298",307,"Colorado",7.138,96.782,2020-10-24,"43"
"299",308,"Colorado",7.516,92.367,2020-10-31,"44"
"300",309,"Colorado",9.205,86.785,2020-11-07,"45"
"301",310,"Colorado",15.266,86.082,2020-11-14,"46"
"302",311,"Colorado",17.171,79.697,2020-11-21,"47"
"303",312,"Colorado",19.087,91.648,2020-11-28,"48"
"304",313,"Colorado",19.897,97.572,2020-12-05,"49"
"305",314,"Colorado",18.165,98.885,2020-12-12,"50"
"306",315,"Colorado",16.702,103.251,2020-12-19,"51"
"307",317,"Connecticut",5.986,47.54,2020-01-04,"01"
"308",318,"Connecticut",3.776,42.483,2020-01-11,"02"
"309",319,"Connecticut",2.949,41.76,2020-01-18,"03"
"310",320,"Connecticut",2.994,41.725,2020-01-25,"04"
"311",321,"Connecticut",2.944,41.633,2020-02-01,"05"
"312",322,"Connecticut",2.52,39.384,2020-02-08,"06"
"313",323,"Connecticut",2.435,41.691,2020-02-15,"07"
"314",324,"Connecticut",2.843,42.168,2020-02-22,"08"
"315",325,"Connecticut",2.527,40.638,2020-02-29,"09"
"316",326,"Connecticut",3.44,39.786,2020-03-07,"10"
"317",327,"Connecticut",25.1,44.194,2020-03-14,"11"
"318",328,"Connecticut",33.227,80.861,2020-03-21,"12"
"319",329,"Connecticut",33.464,147.939,2020-03-28,"13"
"320",330,"Connecticut",34.05,189.196,2020-04-04,"14"
"321",331,"Connecticut",102.808,306.047,2020-04-11,"15"
"322",332,"Connecticut",33.041,309.111,2020-04-18,"16"
"323",333,"Connecticut",36.138,297.549,2020-04-25,"17"
"324",334,"Connecticut",30.046,319.529,2020-05-02,"18"
"325",335,"Connecticut",25.96,297.088,2020-05-09,"19"
"326",336,"Connecticut",16.603,272.695,2020-05-16,"20"
"327",337,"Connecticut",14.208,248.663,2020-05-23,"21"
"328",338,"Connecticut",15.366,269.117,2020-05-30,"22"
"329",339,"Connecticut",11.852,260.518,2020-06-06,"23"
"330",340,"Connecticut",10.411,250.774,2020-06-13,"24"
"331",341,"Connecticut",10.133,247.195,2020-06-20,"25"
"332",342,"Connecticut",12.267,251.926,2020-06-27,"26"
"333",343,"Connecticut",9.955,254.461,2020-07-04,"27"
"334",344,"Connecticut",11.667,249.732,2020-07-11,"28"
"335",345,"Connecticut",11.181,251.76,2020-07-18,"29"
"336",346,"Connecticut",10.537,252.297,2020-07-25,"30"
"337",347,"Connecticut",7.431,231.207,2020-08-01,"31"
"338",348,"Connecticut",9.432,224.521,2020-08-08,"32"
"339",349,"Connecticut",6.269,230.642,2020-08-15,"33"
"340",350,"Connecticut",5.404,242.193,2020-08-22,"34"
"341",351,"Connecticut",4.741,196.677,2020-08-29,"35"
"342",352,"Connecticut",5.175,167.339,2020-09-05,"36"
"343",353,"Connecticut",5.141,175.902,2020-09-12,"37"
"344",354,"Connecticut",5.015,161.782,2020-09-19,"38"
"345",355,"Connecticut",4.617,137.325,2020-09-26,"39"
"346",356,"Connecticut",4.734,121.369,2020-10-03,"40"
"347",357,"Connecticut",4.395,96.689,2020-10-10,"41"
"348",358,"Connecticut",6.016,101.11,2020-10-17,"42"
"349",359,"Connecticut",4.878,96.577,2020-10-24,"43"
"350",360,"Connecticut",5.126,90.341,2020-10-31,"44"
"351",361,"Connecticut",5.584,83.277,2020-11-07,"45"
"352",362,"Connecticut",6.641,78.742,2020-11-14,"46"
"353",363,"Connecticut",5.949,74.606,2020-11-21,"47"
"354",364,"Connecticut",7.796,75.578,2020-11-28,"48"
"355",365,"Connecticut",8.383,74.718,2020-12-05,"49"
"356",366,"Connecticut",7.588,73.906,2020-12-12,"50"
"357",367,"Connecticut",8.748,73.73,2020-12-19,"51"
"358",369,"Delaware",1.107,7.083,2020-01-04,"01"
"359",370,"Delaware",830,5.967,2020-01-11,"02"
"360",371,"Delaware",674,5.703,2020-01-18,"03"
"361",372,"Delaware",622,6.83,2020-01-25,"04"
"362",373,"Delaware",608,5.888,2020-02-01,"05"
"363",374,"Delaware",610,5.917,2020-02-08,"06"
"364",375,"Delaware",632,5.921,2020-02-15,"07"
"365",376,"Delaware",524,6.742,2020-02-22,"08"
"366",377,"Delaware",518,5.48,2020-02-29,"09"
"367",378,"Delaware",472,5.31,2020-03-07,"10"
"368",379,"Delaware",10.776,5.297,2020-03-14,"11"
"369",380,"Delaware",19.137,11.506,2020-03-21,"12"
"370",381,"Delaware",18.851,19.442,2020-03-28,"13"
"371",382,"Delaware",13.258,29.577,2020-04-04,"14"
"372",383,"Delaware",9.446,38.451,2020-04-11,"15"
"373",384,"Delaware",7.947,44.977,2020-04-18,"16"
"374",385,"Delaware",6.297,52.501,2020-04-25,"17"
"375",386,"Delaware",5.197,50.205,2020-05-02,"18"
"376",387,"Delaware",5.554,51.01,2020-05-09,"19"
"377",388,"Delaware",4.651,50.78,2020-05-16,"20"
"378",389,"Delaware",3.052,55.172,2020-05-23,"21"
"379",390,"Delaware",3.037,49.659,2020-05-30,"22"
"380",391,"Delaware",2.516,47.115,2020-06-06,"23"
"381",392,"Delaware",2.797,45.112,2020-06-13,"24"
"382",393,"Delaware",2.771,44.034,2020-06-20,"25"
"383",394,"Delaware",2.791,45.598,2020-06-27,"26"
"384",395,"Delaware",3.167,42.194,2020-07-04,"27"
"385",396,"Delaware",2.72,41.572,2020-07-11,"28"
"386",397,"Delaware",2.563,40.923,2020-07-18,"29"
"387",398,"Delaware",2.133,42.352,2020-07-25,"30"
"388",399,"Delaware",1.76,36.026,2020-08-01,"31"
"389",400,"Delaware",1.927,35.186,2020-08-08,"32"
"390",401,"Delaware",1.678,33.171,2020-08-15,"33"
"391",402,"Delaware",1.577,31.974,2020-08-22,"34"
"392",403,"Delaware",1.629,32.327,2020-08-29,"35"
"393",404,"Delaware",1.598,29.534,2020-09-05,"36"
"394",405,"Delaware",1.775,28.983,2020-09-12,"37"
"395",406,"Delaware",1.815,26.824,2020-09-19,"38"
"396",407,"Delaware",1.776,24.183,2020-09-26,"39"
"397",408,"Delaware",2.01,21.355,2020-10-03,"40"
"398",409,"Delaware",1.715,19.228,2020-10-10,"41"
"399",410,"Delaware",1.657,17.349,2020-10-17,"42"
"400",411,"Delaware",1.578,16.181,2020-10-24,"43"
"401",412,"Delaware",1.522,14.391,2020-10-31,"44"
"402",413,"Delaware",1.508,13.404,2020-11-07,"45"
"403",414,"Delaware",1.869,12.992,2020-11-14,"46"
"404",415,"Delaware",1.533,12.103,2020-11-21,"47"
"405",416,"Delaware",2.037,13.535,2020-11-28,"48"
"406",417,"Delaware",4.392,12.554,2020-12-05,"49"
"407",418,"Delaware",1.512,12.202,2020-12-12,"50"
"408",419,"Delaware",2.386,12.324,2020-12-19,"51"
"409",421,"District of Columbia",706,7.102,2020-01-04,"01"
"410",422,"District of Columbia",594,7.271,2020-01-11,"02"
"411",423,"District of Columbia",534,7.149,2020-01-18,"03"
"412",424,"District of Columbia",539,7.139,2020-01-25,"04"
"413",425,"District of Columbia",508,7.156,2020-02-01,"05"
"414",426,"District of Columbia",473,7.079,2020-02-08,"06"
"415",427,"District of Columbia",422,7.003,2020-02-15,"07"
"416",428,"District of Columbia",452,7.02,2020-02-22,"08"
"417",429,"District of Columbia",471,6.792,2020-02-29,"09"
"418",430,"District of Columbia",1.213,6.746,2020-03-07,"10"
"419",431,"District of Columbia",14.462,7.378,2020-03-14,"11"
"420",432,"District of Columbia",15.869,17.661,2020-03-21,"12"
"421",433,"District of Columbia",15.329,31.385,2020-03-28,"13"
"422",434,"District of Columbia",9.974,42.224,2020-04-04,"14"
"423",435,"District of Columbia",8.639,47.465,2020-04-11,"15"
"424",436,"District of Columbia",8.708,52.534,2020-04-18,"16"
"425",437,"District of Columbia",8.113,58.634,2020-04-25,"17"
"426",438,"District of Columbia",5.782,65.298,2020-05-02,"18"
"427",439,"District of Columbia",5.196,68.844,2020-05-09,"19"
"428",440,"District of Columbia",5.135,70.103,2020-05-16,"20"
"429",441,"District of Columbia",3.559,70.671,2020-05-23,"21"
"430",442,"District of Columbia",3.385,72.023,2020-05-30,"22"
"431",443,"District of Columbia",3.065,72.934,2020-06-06,"23"
"432",444,"District of Columbia",3.073,72.927,2020-06-13,"24"
"433",445,"District of Columbia",3.132,72.807,2020-06-20,"25"
"434",446,"District of Columbia",2.858,72.802,2020-06-27,"26"
"435",447,"District of Columbia",3.3,72.525,2020-07-04,"27"
"436",448,"District of Columbia",3.053,73.115,2020-07-11,"28"
"437",449,"District of Columbia",2.712,72.71,2020-07-18,"29"
"438",450,"District of Columbia",2.25,72.931,2020-07-25,"30"
"439",451,"District of Columbia",1.797,70.887,2020-08-01,"31"
"440",452,"District of Columbia",1.979,69.64,2020-08-08,"32"
"441",453,"District of Columbia",1.645,68.248,2020-08-15,"33"
"442",454,"District of Columbia",1.468,66.87,2020-08-22,"34"
"443",455,"District of Columbia",1.493,65.456,2020-08-29,"35"
"444",456,"District of Columbia",1.46,65.671,2020-09-05,"36"
"445",457,"District of Columbia",1.549,64.903,2020-09-12,"37"
"446",458,"District of Columbia",1.889,60.168,2020-09-19,"38"
"447",459,"District of Columbia",1.649,53.11,2020-09-26,"39"
"448",460,"District of Columbia",1.912,49.067,2020-10-03,"40"
"449",461,"District of Columbia",1.559,45.879,2020-10-10,"41"
"450",462,"District of Columbia",1.473,41.417,2020-10-17,"42"
"451",463,"District of Columbia",1.347,37.76,2020-10-24,"43"
"452",464,"District of Columbia",1.341,34.991,2020-10-31,"44"
"453",465,"District of Columbia",1.38,32.874,2020-11-07,"45"
"454",466,"District of Columbia",1.125,32.201,2020-11-14,"46"
"455",467,"District of Columbia",1.11,29.275,2020-11-21,"47"
"456",468,"District of Columbia",1.679,29.411,2020-11-28,"48"
"457",469,"District of Columbia",1.81,28.191,2020-12-05,"49"
"458",470,"District of Columbia",1.87,27.772,2020-12-12,"50"
"459",471,"District of Columbia",1.655,26.58,2020-12-19,"51"
"460",473,"Florida",6.862,35.024,2020-01-04,"01"
"461",474,"Florida",6.088,34.718,2020-01-11,"02"
"462",475,"Florida",5.206,33.347,2020-01-18,"03"
"463",476,"Florida",5.457,35.871,2020-01-25,"04"
"464",477,"Florida",5.605,33.176,2020-02-01,"05"
"465",478,"Florida",5.229,34.449,2020-02-08,"06"
