,State,Filed week ended,Initial Claims,Refelcting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,Unnamed: 7,Unnamed: 8
691,Illinois,03-21-2020,126.716,03/14/2020,125.422,"5,910,898",2021-12-02 00:00:00,,
692,Illinois,03-28-2020,185.575,03/21/2020,132.058,"5,910,898",2023-02-01 00:00:00,,
693,Illinois,,202.157,03/28/2020,263.018,"5,910,898",1945-04-01 00:00:00,,
694,Illinois,,140.787,04.04.2020,452.826,"5,914,575",1966-07-01 00:00:00,,
695,Illinois,04-18-2020,118.996,04.11.2020,569.2,"5,914,575",1962-09-01 00:00:00,,
696,Illinois,04-25-2020,101.322,04/18/2020,681.002,"5,914,575",1951-11-01 00:00:00,,
697,Illinois,,74.476,04/25/2020,695.971,"5,914,575",1977-11-01 00:00:00,,
698,Illinois,,72.671,05.02.2020,755.912,"5,914,575",1978-12-01 00:00:00,,
699,Illinois,05-16-2020,72.78,05.09.2020,733.542,"5,914,575",1940-12-01 00:00:00,,
700,Illinois,05-23-2020,58.263,05/16/2020,762.367,"5,914,575",1989-12-01 00:00:00,,
701,Illinois,05-30-2020,46.385,05/23/2020,719.779,"5,914,575",2017-12-01 00:00:00,,
702,Illinois,,44.606,05/30/2020,741.738,"5,914,575",1954-12-01 00:00:00,,
703,Illinois,06-13-2020,44.694,06.06.2020,710.279,"5,914,575",2021-01-12 00:00:00,,
704,Illinois,06-20-2020,46.276,06/13/2020,705.839,"5,914,575",1993-11-01 00:00:00,,
705,Illinois,06-27-2020,45.752,06/20/2020,676.722,"5,914,575",1944-11-01 00:00:00,,
706,Illinois,,39.015,06/27/2020,667.46,"5,914,575",2029-11-01 00:00:00,,
707,Illinois,,38.261,07.04.2020,664.763,"5,917,347",2023-11-01 00:00:00,,
708,Illinois,07-18-2020,36.435,07.11.2020,655.951,"5,917,347",2021-09-11 00:00:00,,
709,Illinois,07-25-2020,33.23,07/18/2020,648.727,"5,917,347",1996-10-01 00:00:00,,
710,Illinois,,25.274,07/25/2020,631.032,"5,917,347",1966-10-01 00:00:00,,
711,Illinois,,22.934,08.01.2020,617.131,"5,917,347",1943-10-01 00:00:00,,
712,Illinois,08-15-2020,22.406,08.08.2020,604.288,"5,917,347",2021-10-01 00:00:00,,
713,Illinois,08-22-2020,26.262,08/15/2020,593.305,"5,917,347",2021-03-10 00:00:00,,
714,Illinois,08-29-2020,26.194,08/22/2020,558.651,"5,917,347",1944-09-01 00:00:00,,
715,Illinois,,25.478,08/29/2020,552.436,"5,917,347",1934-09-01 00:00:00,,
716,Illinois,,27.384,09.05.2020,507.88,"5,917,347",1958-08-01 00:00:00,,
717,Illinois,09-19-2020,25.976,09.12.2020,536.818,"5,917,347",2021-07-09 00:00:00,,
718,Illinois,09-26-2020,29.39,09/19/2020,502.314,"5,917,347",1949-08-01 00:00:00,,
719,Illinois,,36.267,09/26/2020,483.981,"5,917,347",2018-08-01 00:00:00,,
720,Illinois,,47.528,10.03.2020,447.06,"5,919,664",1955-07-01 00:00:00,,
721,Illinois,10-17-2020,46.948,10.10.2020,402.23,"5,919,664",1979-06-01 00:00:00,,
722,Illinois,10-24-2020,53.138,10/17/2020,379.952,"5,919,664",1942-06-01 00:00:00,,
723,Illinois,10-31-2020,73.515,10/24/2020,342.745,"5,919,664",1979-05-01 00:00:00,,
724,Illinois,,67.381,10/31/2020,334.962,"5,919,644",1966-05-01 00:00:00,,
725,Illinois,11-14-2020,46.8,11.07.2020,346.574,"5,919,644",1985-05-01 00:00:00,,
726,Illinois,11-21-2020,65.596,11/14/2020,333.669,"5,919,644",1964-05-01 00:00:00,,
727,Illinois,11-28-2020,74.131,11/21/2020,298.57,"5,919,644",2021-04-05 00:00:00,,
728,Illinois,,107.616,11/28/2020,334.287,"5,919,644",1965-05-01 00:00:00,,
729,Illinois,,138.359,12.05.2020,330.384,"5,919,644",1958-05-01 00:00:00,,
730,Illinois,12-19-2020,145.054,12.12.2020,338.024,"5,919,644",1971-05-01 00:00:00,,
731,Illinois,12-26-2020,110.486,12/19/2020,327.644,"5,919,644",1953-05-01 00:00:00,,
732,Indiana,,4.434,12/28/2019,20.062,"3,034,091",0.66,,
733,Indiana,,4.89,01.04.2020,21.524,"3,039,304",0.71,,
734,Indiana,01-18-2020,3.741,01.11.2020,21.626,"3,039,304",0.71,,
735,Indiana,01-25-2020,2.956,01/18/2020,21.366,"3,039,304",0.70,,
736,Indiana,,3.016,01/25/2020,22.017,"3,039,304",0.72,,
737,Indiana,,2.725,02.01.2020,22.212,"3,039,304",0.73,,
738,Indiana,02-15-2020,2.556,02.08.2020,22.352,"3,039,304",0.74,,
739,Indiana,02-22-2020,2.979,02/15/2020,22.913,"3,039,304",0.75,,
740,Indiana,02-29-2020,2.276,02/22/2020,22.994,"3,039,304",0.76,,
741,Indiana,,2.223,02/29/2020,22.586,"3,039,304",0.74,,
742,Indiana,03-14-2020,2.596,03.07.2020,21.473,"3,039,304",0.71,,
743,Indiana,03-21-2020,59.755,03/14/2020,20.778,"3,039,304",0.68,,
744,Indiana,03-28-2020,139.174,03/21/2020,28.987,"3,039,304",0.95,,
745,Indiana,,127.01,03/28/2020,71.737,"3,039,304",1936-02-01 00:00:00,,
746,Indiana,,113.755,04.04.2020,147.583,"3,041,986",1985-04-01 00:00:00,,
747,Indiana,04-18-2020,72.756,04.11.2020,206.386,"3,041,986",1978-06-01 00:00:00,,
748,Indiana,04-25-2020,55.774,04/18/2020,253.929,"3,041,986",1935-08-01 00:00:00,,
749,Indiana,,42.29,04/25/2020,271.248,"3,041,986",1992-08-01 00:00:00,,
750,Indiana,,29.668,05.02.2020,285.46,"3,041,986",1938-09-01 00:00:00,,
751,Indiana,05-16-2020,29.436,05.09.2020,270.385,"3,041,986",1989-08-01 00:00:00,,
752,Indiana,05-23-2020,25.523,05/16/2020,253.536,"3,041,986",1933-08-01 00:00:00,,
753,Indiana,05-30-2020,22.914,05/23/2020,233.869,"3,041,986",1969-07-01 00:00:00,,
754,Indiana,,22.931,05/30/2020,221.056,"3,041,986",2027-07-01 00:00:00,,
755,Indiana,06-13-2020,24.017,06.06.2020,211.255,"3,041,986",1994-06-01 00:00:00,,
756,Indiana,06-20-2020,29.331,06/13/2020,201.242,"3,041,986",1962-06-01 00:00:00,,
757,Indiana,06-27-2020,44.827,06/20/2020,191.288,"3,041,986",2029-06-01 00:00:00,,
758,Indiana,,22.102,06/27/2020,183.968,"3,041,986",2021-05-06 00:00:00,,
759,Indiana,,28.36,07.04.2020,190.169,"3,046,268",2024-06-01 00:00:00,,
760,Indiana,07-18-2020,17.911,07.11.2020,190.854,"3,046,268",2027-06-01 00:00:00,,
761,Indiana,07-25-2020,20.129,07/18/2020,228.226,"3,046,268",1949-07-01 00:00:00,,
762,Indiana,,12.551,07/25/2020,223.895,"3,046,268",1935-07-01 00:00:00,,
763,Indiana,,10.624,08.01.2020,199.336,"3,046,268",1954-06-01 00:00:00,,
764,Indiana,08-15-2020,11.569,08.08.2020,183.083,"3,046,268",2021-01-06 00:00:00,,
765,Indiana,08-22-2020,10.597,08/15/2020,170.341,"3,046,268",1959-05-01 00:00:00,,
766,Indiana,08-29-2020,10.779,08/22/2020,164.569,"3,046,268",1940-05-01 00:00:00,,
767,Indiana,,11.255,08/29/2020,158.742,"3,046,268",2021-05-01 00:00:00,,
768,Indiana,,13.245,09.05.2020,164.615,"3,046,268",1940-05-01 00:00:00,,
769,Indiana,09-19-2020,11.702,09.12.2020,161.143,"3,046,268",2029-05-01 00:00:00,,
770,Indiana,09-26-2020,10.209,09/19/2020,150.463,"3,046,268",1994-04-01 00:00:00,,
771,Indiana,,10.076,09/26/2020,129.538,"3,046,268",2025-04-01 00:00:00,,
772,Indiana,,17.916,10.03.2020,118.93,"3,034,402",1992-03-01 00:00:00,,
773,Indiana,10-17-2020,15.421,10.10.2020,113.496,"3,034,402",1974-03-01 00:00:00,,
774,Indiana,10-24-2020,13.407,10/17/2020,103.977,"3,034,402",1943-03-01 00:00:00,,
775,Indiana,10-31-2020,13.413,10/24/2020,96.385,"3,034,402",2018-03-01 00:00:00,,
776,Indiana,,14.111,10/31/2020,87.474,"3,034,402",1988-02-01 00:00:00,,
777,Indiana,11-14-2020,15.422,11.07.2020,81.938,"3,034,402",1970-02-01 00:00:00,,
778,Indiana,11-21-2020,18.829,11/14/2020,84.966,"3,034,402",1980-02-01 00:00:00,,
779,Indiana,11-28-2020,20.575,11/21/2020,78.674,"3,034,402",1959-02-01 00:00:00,,
780,Indiana,,23.622,11/28/2020,84.79,"3,034,402",1979-02-01 00:00:00,,
781,Indiana,,15.702,12.05.2020,78.703,"3,034,402",1959-02-01 00:00:00,,
782,Indiana,12-19-2020,12.234,12.12.2020,73.506,"3,034,402",1942-02-01 00:00:00,,
783,Indiana,12-26-2020,12.013,12/19/2020,73.868,"3,034,402",1943-02-01 00:00:00,,
784,Iowa,,4.586,12/28/2019,34.549,"1,529,213",2026-02-01 00:00:00,,
785,Iowa,,4.836,01.04.2020,34.54,"1,530,920",2026-02-01 00:00:00,,
786,Iowa,01-18-2020,3.615,01.11.2020,29.625,"1,530,920",1994-01-01 00:00:00,,
787,Iowa,01-25-2020,3.115,01/18/2020,30.369,"1,530,920",1998-01-01 00:00:00,,
788,Iowa,,3.066,01/25/2020,30.89,"1,530,920",2021-02-02 00:00:00,,
789,Iowa,,2.379,02.01.2020,30.789,"1,530,920",2021-01-02 00:00:00,,
790,Iowa,02-15-2020,2.239,02.08.2020,30.799,"1,530,920",2021-01-02 00:00:00,,
791,Iowa,02-22-2020,2.631,02/15/2020,30.741,"1,530,920",2021-01-02 00:00:00,,
792,Iowa,02-29-2020,2.24,02/22/2020,30.516,"1,530,920",1999-01-01 00:00:00,,
793,Iowa,,2.221,02/29/2020,29.424,"1,530,920",1992-01-01 00:00:00,,
794,Iowa,03-14-2020,2.229,03.07.2020,27.816,"1,530,920",1982-01-01 00:00:00,,
795,Iowa,03-21-2020,40.952,03/14/2020,26.496,"1,530,920",1973-01-01 00:00:00,,
796,Iowa,03-28-2020,55.966,03/21/2020,53.65,"1,530,920",1950-03-01 00:00:00,,
797,Iowa,,64.194,03/28/2020,91.631,"1,530,920",1999-05-01 00:00:00,,
798,Iowa,,43.889,04.04.2020,127.332,"1,531,621",1931-08-01 00:00:00,,
799,Iowa,04-18-2020,26.901,04.11.2020,150.445,"1,531,621",1982-09-01 00:00:00,,
800,Iowa,04-25-2020,27.22,04/18/2020,168.971,"1,531,621",2021-03-11 00:00:00,,
801,Iowa,,23.241,04/25/2020,179.61,"1,531,621",1973-11-01 00:00:00,,
802,Iowa,,15.82,05.02.2020,189.643,"1,531,621",1938-12-01 00:00:00,,
803,Iowa,05-16-2020,12.056,05.09.2020,184.641,"1,531,621",2021-06-12 00:00:00,,
804,Iowa,05-23-2020,13.723,05/16/2020,178.559,"1,531,621",1966-11-01 00:00:00,,
805,Iowa,05-30-2020,6.449,05/23/2020,162.562,"1,531,621",1961-10-01 00:00:00,,
806,Iowa,,9.488,05/30/2020,158.268,"1,531,621",1933-10-01 00:00:00,,
807,Iowa,06-13-2020,9.069,06.06.2020,152.739,"1,531,621",1997-09-01 00:00:00,,
808,Iowa,06-20-2020,8.208,06/13/2020,152.781,"1,531,621",1998-09-01 00:00:00,,
809,Iowa,06-27-2020,7.732,06/20/2020,141.748,"1,531,621",2025-09-01 00:00:00,,
810,Iowa,,9.957,06/27/2020,134.215,"1,531,621",1976-08-01 00:00:00,,
811,Iowa,,10.653,07.04.2020,134.284,"1,532,562",1976-08-01 00:00:00,,
812,Iowa,07-18-2020,8.807,07.11.2020,115.93,"1,532,562",1956-07-01 00:00:00,,
813,Iowa,07-25-2020,6.97,07/18/2020,110.042,"1,532,562",2018-07-01 00:00:00,,
814,Iowa,,6.314,07/25/2020,104.316,"1,532,562",1981-06-01 00:00:00,,
815,Iowa,,4.888,08.01.2020,92.1,"1,532,562",2021-01-06 00:00:00,,
816,Iowa,08-15-2020,5.997,08.08.2020,82.442,"1,532,562",1938-05-01 00:00:00,,
817,Iowa,08-22-2020,6.384,08/15/2020,83.312,"1,532,562",1944-05-01 00:00:00,,
818,Iowa,08-29-2020,5.914,08/22/2020,75.877,"1,532,562",1995-04-01 00:00:00,,
819,Iowa,,5.252,08/29/2020,70.953,"1,532,562",1963-04-01 00:00:00,,
820,Iowa,,4.652,09.05.2020,65.422,"1,532,562",2027-04-01 00:00:00,,
821,Iowa,09-19-2020,6.117,09.12.2020,62.938,"1,532,562",2021-11-04 00:00:00,,
822,Iowa,09-26-2020,4.616,09/19/2020,58.419,"1,532,562",1981-03-01 00:00:00,,
823,Iowa,,4.288,09/26/2020,51.56,"1,532,562",1936-03-01 00:00:00,,
824,Iowa,,4.192,10.03.2020,46.409,"1,535,919",2021-02-03 00:00:00,,
825,Iowa,10-17-2020,4.215,10.10.2020,42.103,"1,535,919",1974-02-01 00:00:00,,
826,Iowa,10-24-2020,4.351,10/17/2020,39.825,"1,535,919",1959-02-01 00:00:00,,
827,Iowa,10-31-2020,4.609,10/24/2020,36.982,"1,535,919",1941-02-01 00:00:00,,
828,Iowa,,5.217,10/31/2020,35.213,"1,535,919",2029-02-01 00:00:00,,
829,Iowa,11-14-2020,5.992,11.07.2020,34.802,"1,535,919",2027-02-01 00:00:00,,
830,Iowa,11-21-2020,8.93,11/14/2020,36.802,"1,535,919",1940-02-01 00:00:00,,
831,Iowa,11-28-2020,5.357,11/21/2020,33.712,"1,535,919",2019-02-01 00:00:00,,
832,Iowa,,10.112,11/28/2020,42.382,"1,535,919",1976-02-01 00:00:00,,
833,Iowa,,6.526,12.05.2020,38.118,"1,535,919",1948-02-01 00:00:00,,
834,Iowa,12-19-2020,7.271,12.12.2020,37.492,"1,535,919",1944-02-01 00:00:00,,
835,Iowa,12-26-2020,7.141,12/19/2020,38.023,"1,535,919",1948-02-01 00:00:00,,
836,Kansas,,2.019,12/28/2019,11.175,"1,359,781",0.82,,
837,Kansas,,2.14,01.04.2020,11.431,"1,363,114",0.84,,
838,Kansas,01-18-2020,2.402,01.11.2020,10.638,"1,363,114",0.78,,
839,Kansas,01-25-2020,2.557,01/18/2020,11.182,"1,363,114",0.82,,
840,Kansas,,2,01/25/2020,12.301,"1,363,114",0.90,,
841,Kansas,,2.107,02.01.2020,11.809,"1,363,114",0.87,,
842,Kansas,02-15-2020,2.076,02.08.2020,11.666,"1,363,114",0.86,,
843,Kansas,02-22-2020,1.494,02/15/2020,12.003,"1,363,114",0.88,,
844,Kansas,02-29-2020,1.517,02/22/2020,11.505,"1,363,114",0.84,,
845,Kansas,,1.365,02/29/2020,11.003,"1,363,115",0.81,,
846,Kansas,03-14-2020,1.755,03.07.2020,9.771,"1,363,114",0.72,,
847,Kansas,03-21-2020,19.356,03/14/2020,7.541,"1,363,114",0.55,,
848,Kansas,03-28-2020,43.703,03/21/2020,13.489,"1,363,114",0.99,,
849,Kansas,,36.497,03/28/2020,41.29,"1,363,114",2021-03-03 00:00:00,,
850,Kansas,,24.871,04.04.2020,62.281,"1,364,944",1956-04-01 00:00:00,,
851,Kansas,04-18-2020,24.33,04.11.2020,77.4,"1,364,944",1967-05-01 00:00:00,,
852,Kansas,04-25-2020,22.726,04/18/2020,94.197,"1,364,944",1990-06-01 00:00:00,,
853,Kansas,,11.916,04/25/2020,102.329,"1,364,944",1950-07-01 00:00:00,,
854,Kansas,,10.259,05.02.2020,98.714,"1,364,944",2023-07-01 00:00:00,,
855,Kansas,05-16-2020,8.246,05.09.2020,91.635,"1,364,944",1971-06-01 00:00:00,,
856,Kansas,05-23-2020,9.48,05/16/2020,92.794,"1,364,944",1980-06-01 00:00:00,,
857,Kansas,05-30-2020,7.966,05/23/2020,90.165,"1,364,944",1961-06-01 00:00:00,,
858,Kansas,,6.898,05/30/2020,86.537,"1,364,944",1934-06-01 00:00:00,,
859,Kansas,06-13-2020,7.039,06.06.2020,78.912,"1,364,944",1978-05-01 00:00:00,,
860,Kansas,06-20-2020,8.174,06/13/2020,75.709,"1,364,944",1955-05-01 00:00:00,,
861,Kansas,06-27-2020,10.411,06/20/2020,76.479,"1,364,944",1960-05-01 00:00:00,,
862,Kansas,,7.883,06/27/2020,79.513,"1,364,944",1983-05-01 00:00:00,,
863,Kansas,,13.384,07.04.2020,78.783,"1,367,656",1976-05-01 00:00:00,,
864,Kansas,07-18-2020,6.285,07.11.2020,77.528,"1,367,656",1967-05-01 00:00:00,,
865,Kansas,07-25-2020,6.313,07/18/2020,72.188,"1,367,656",2028-05-01 00:00:00,,
866,Kansas,,4.933,07/25/2020,78.354,"1,367,656",1973-05-01 00:00:00,,
867,Kansas,,4.756,08.01.2020,66.631,"1,367,656",1987-04-01 00:00:00,,
868,Kansas,08-15-2020,5.022,08.08.2020,60.748,"1,367,656",1944-04-01 00:00:00,,
869,Kansas,08-22-2020,4.886,08/15/2020,56.479,"1,367,656",2013-04-01 00:00:00,,
870,Kansas,08-29-2020,5.734,08/22/2020,52.943,"1,367,656",1987-03-01 00:00:00,,
871,Kansas,,5.445,08/29/2020,52.804,"1,367,656",1986-03-01 00:00:00,,
872,Kansas,,5.248,09.05.2020,50.497,"1,367,656",1969-03-01 00:00:00,,
873,Kansas,09-19-2020,6.494,09.12.2020,45.11,"1,367,656",1930-03-01 00:00:00,,
874,Kansas,09-26-2020,6.651,09/19/2020,39.518,"1,367,656",1989-02-01 00:00:00,,
875,Kansas,,7.14,09/26/2020,36.516,"1,367,656",1967-02-01 00:00:00,,
876,Kansas,,7.926,10.03.2020,32.292,"1,369,508",1936-02-01 00:00:00,,
877,Kansas,10-17-2020,10.5,10.10.2020,33.227,"1,369,508",1943-02-01 00:00:00,,
878,Kansas,10-24-2020,10.069,10/17/2020,33.3,"1,369,508",1943-02-01 00:00:00,,
879,Kansas,10-31-2020,12.407,10/24/2020,33.375,"1,369,508",1944-02-01 00:00:00,,
880,Kansas,,10.587,10/31/2020,33.131,"1,369,508",1942-02-01 00:00:00,,
881,Kansas,11-14-2020,11.751,11.07.2020,30.425,"1,369,508",2022-02-01 00:00:00,,
882,Kansas,11-21-2020,15.864,11/14/2020,37.274,"1,369,508",1972-02-01 00:00:00,,
883,Kansas,11-28-2020,15.411,11/21/2020,35.94,"1,369,508",1962-02-01 00:00:00,,
884,Kansas,,21.346,11/28/2020,46.705,"1,369,508",1941-03-01 00:00:00,,
885,Kansas,,23.519,12.05.2020,56.369,"1,369,508",2021-12-04 00:00:00,,
886,Kansas,12-19-2020,20.337,12.12.2020,65.207,"1,369,508",1976-04-01 00:00:00,,
887,Kansas,12-26-2020,16.607,12/19/2020,69.353,"1,369,508",2021-06-05 00:00:00,,
888,Kentucky,,5.175,12/28/2019,22.515,"1,890,475",2019-01-01 00:00:00,,
889,Kentucky,,3.968,01.04.2020,25.124,"1,890,475",1933-01-01 00:00:00,,
890,Kentucky,01-18-2020,3.084,01.11.2020,24.066,"1,890,475",2027-01-01 00:00:00,,
891,Kentucky,01-25-2020,2.569,01/18/2020,22.874,"1,890,475",2021-01-01 00:00:00,,
892,Kentucky,,2.625,01/25/2020,23.219,"1,890,475",2023-01-01 00:00:00,,
893,Kentucky,,2.936,02.01.2020,22.937,"1,890,475",2021-01-01 00:00:00,,
894,Kentucky,02-15-2020,2.813,02.08.2020,23.076,"1,890,475",2022-01-01 00:00:00,,
895,Kentucky,02-22-2020,2.508,02/15/2020,22.623,"1,890,475",2020-01-01 00:00:00,,
896,Kentucky,02-29-2020,2.223,02/22/2020,23.733,"1,890,475",2026-01-01 00:00:00,,
897,Kentucky,,2.463,02/29/2020,22.77,"1,890,475",2020-01-01 00:00:00,,
898,Kentucky,03-14-2020,2.785,03.07.2020,22.94,"1,890,475",2021-01-01 00:00:00,,
899,Kentucky,03-21-2020,49.023,03/14/2020,22.328,"1,890,475",2018-01-01 00:00:00,,
900,Kentucky,03-28-2020,113.149,03/21/2020,24.361,"1,890,475",2029-01-01 00:00:00,,
901,Kentucky,,117.575,03/28/2020,130.151,"1,890,475",1988-06-01 00:00:00,,
902,Kentucky,,116.277,04.04.2020,182.097,"1,893,451",1962-09-01 00:00:00,,
903,Kentucky,04-18-2020,103.981,04.11.2020,199.03,"1,893,451",1951-10-01 00:00:00,,
904,Kentucky,04-25-2020,91.223,04/18/2020,260.662,"1,893,451",13.77,,
905,Kentucky,,69.372,04/25/2020,256.2,"1,893,451",13.53,,
906,Kentucky,,69.372,05.02.2020,253.186,"1,893,451",13.37,,
907,Kentucky,05-16-2020,47.321,05.09.2020,246.575,"1,893,451",2021-02-13 00:00:00,,
908,Kentucky,05-23-2020,54.023,05/16/2020,245.804,"1,893,451",1998-12-01 00:00:00,,
909,Kentucky,05-30-2020,43.013,05/23/2020,205.804,"1,893,451",1987-10-01 00:00:00,,
910,Kentucky,,40.733,05/30/2020,197.472,"1,893,451",1943-10-01 00:00:00,,
911,Kentucky,06-13-2020,37.65,06.06.2020,180.952,"1,893,451",1956-09-01 00:00:00,,
912,Kentucky,06-20-2020,24.846,06/13/2020,171.917,"1,893,451",2021-08-09 00:00:00,,
913,Kentucky,06-27-2020,30.64,06/20/2020,159.343,"1,893,451",1942-08-01 00:00:00,,
914,Kentucky,,23.282,06/27/2020,150.522,"1,893,451",1995-07-01 00:00:00,,
915,Kentucky,,24.544,07.04.2020,158.381,"1,896,673",1935-08-01 00:00:00,,
916,Kentucky,07-18-2020,24.488,07.11.2020,145.825,"1,896,673",1969-07-01 00:00:00,,
917,Kentucky,07-25-2020,21.041,07/18/2020,141.055,"1,896,673",1944-07-01 00:00:00,,
918,Kentucky,,21.02,07/25/2020,136.509,"1,896,673",2020-07-01 00:00:00,,
919,Kentucky,,17.465,08.01.2020,141.583,"1,896,673",1946-07-01 00:00:00,,
920,Kentucky,08-15-2020,18.266,08.08.2020,128.187,"1,896,673",1976-06-01 00:00:00,,
921,Kentucky,08-22-2020,16.321,08/15/2020,127.603,"1,896,673",1973-06-01 00:00:00,,
922,Kentucky,08-29-2020,16.504,08/22/2020,116.383,"1,896,673",2014-06-01 00:00:00,,
923,Kentucky,,9.285,08/29/2020,119.639,"1,896,673",1931-06-01 00:00:00,,
924,Kentucky,,8.672,09.05.2020,106.835,"1,896,673",1963-05-01 00:00:00,,
925,Kentucky,09-19-2020,8.413,09.12.2020,112.884,"1,896,673",1995-05-01 00:00:00,,
926,Kentucky,09-26-2020,7.52,09/19/2020,100.938,"1,896,673",1932-05-01 00:00:00,,
927,Kentucky,,5.687,09/26/2020,94.187,"1,896,673",1997-04-01 00:00:00,,
928,Kentucky,,5.969,10.03.2020,80.246,"1,899,546",2022-04-01 00:00:00,,
929,Kentucky,10-17-2020,5.951,10.10.2020,73.637,"1,899,546",1988-03-01 00:00:00,,
930,Kentucky,10-24-2020,5.325,10/17/2020,61.867,"1,899,546",2026-03-01 00:00:00,,
931,Kentucky,10-31-2020,9.193,10/24/2020,58.831,"1,899,546",2021-10-03 00:00:00,,
932,Kentucky,,4.363,10/31/2020,50.778,"1,899,546",1967-02-01 00:00:00,,
933,Kentucky,11-14-2020,8.133,11.07.2020,51.714,"1,899,546",1972-02-01 00:00:00,,
934,Kentucky,11-21-2020,10.983,11/14/2020,44.098,"1,899,546",1932-02-01 00:00:00,,
935,Kentucky,11-28-2020,9.319,11/21/2020,44.141,"1,899,546",1932-02-01 00:00:00,,
936,Kentucky,,8.168,11/28/2020,46.877,"1,899,546",1947-02-01 00:00:00,,
937,Kentucky,,7.259,12.05.2020,47.531,"1,899,546",1950-02-01 00:00:00,,
938,Kentucky,12-19-2020,8.459,12.12.2020,46.95,"1,899,546",1947-02-01 00:00:00,,
939,Kentucky,12-26-2020,12.8,12/19/2020,41.834,"1,899,546",2020-02-01 00:00:00,,
940,Louisiana,,1.658,12/28/2019,16.553,"1,890,973",0.88,,
941,Louisiana,,2.521,01.04.2020,15.957,"1,892,522",0.84,,
942,Louisiana,01-18-2020,2.008,01.11.2020,16.076,"1,892,522",0.85,,
943,Louisiana,01-25-2020,1.878,01/18/2020,15.5,"1,892,522",0.82,,
944,Louisiana,,2.058,01/25/2020,16.189,"1,892,522",0.86,,
945,Louisiana,,1.805,02.01.2020,15.051,"1,892,522",0.80,,
946,Louisiana,02-15-2020,1.739,02.08.2020,15.057,"1,892,522",0.80,,
947,Louisiana,02-22-2020,1.798,02/15/2020,14.64,"1,892,522",0.77,,
948,Louisiana,02-29-2020,1.509,02/22/2020,15.289,"1,892,522",0.81,,
949,Louisiana,,1.698,02/29/2020,14.199,"1,892,522",0.75,,
950,Louisiana,03-14-2020,2.255,03.07.2020,13.987,"1,892,522",0.74,,
951,Louisiana,03-21-2020,72.438,03/14/2020,14.143,"1,892,522",0.75,,
952,Louisiana,03-28-2020,97.4,03/21/2020,58.027,"1,892,522",2021-07-03 00:00:00,,
953,Louisiana,,100.621,03/28/2020,116.69,"1,892,522",2017-06-01 00:00:00,,
954,Louisiana,,79.653,04.04.2020,217.532,"1,891,334",1950-11-01 00:00:00,,
955,Louisiana,04-18-2020,91.923,04.11.2020,246.296,"1,891,334",2021-02-13 00:00:00,,
956,Louisiana,04-25-2020,66.141,04/18/2020,300.657,"1,891,334",15.90,,
957,Louisiana,,50.941,04/25/2020,310.013,"1,891,334",16.39,,
958,Louisiana,,40.125,05.02.2020,325.136,"1,891,334",17.19,,
959,Louisiana,05-16-2020,28.545,05.09.2020,326.504,"1,891,334",17.26,,
960,Louisiana,05-23-2020,23.961,05/16/2020,328.409,"1,891,334",17.36,,
961,Louisiana,05-30-2020,19.334,05/23/2020,301.598,"1,891,334",15.95,,
962,Louisiana,,21.879,05/30/2020,305.083,"1,891,334",16.13,,
963,Louisiana,06-13-2020,23.122,06.06.2020,306.358,"1,891,334",16.20,,
964,Louisiana,06-20-2020,19.524,06/13/2020,300.389,"1,891,334",15.88,,
965,Louisiana,06-27-2020,21.976,06/20/2020,306.089,"1,891,334",16.18,,
966,Louisiana,,31.417,06/27/2020,313.157,"1,891,334",16.56,,
967,Louisiana,,26.351,07.04.2020,312.893,"1,889,866",16.56,,
968,Louisiana,07-18-2020,32.079,07.11.2020,313.117,"1,889,866",16.57,,
969,Louisiana,07-25-2020,18.511,07/18/2020,324.357,"1,889,866",17.16,,
970,Louisiana,,13.402,07/25/2020,327.467,"1,889,866",17.33,,
971,Louisiana,,11.131,08.01.2020,299.974,"1,889,866",15.87,,
972,Louisiana,08-15-2020,14.365,08.08.2020,255.068,"1,889,866",13.50,,
973,Louisiana,08-22-2020,12.529,08/15/2020,250.72,"1,889,866",13.27,,
974,Louisiana,08-29-2020,16.191,08/22/2020,249.61,"1,889,866",13.21,,
975,Louisiana,,24.566,08/29/2020,256.184,"1,889,866",13.56,,
976,Louisiana,,16.182,09.05.2020,250.244,"1,889,866",13.24,,
977,Louisiana,09-19-2020,14.842,09.12.2020,238.724,"1,889,866",1963-12-01 00:00:00,,
978,Louisiana,09-26-2020,16.296,09/19/2020,214.86,"1,889,866",1937-11-01 00:00:00,,
979,Louisiana,,13.461,09/26/2020,195.223,"1,889,866",1933-10-01 00:00:00,,
980,Louisiana,,13.577,10.03.2020,165.32,"1,887,456",1976-08-01 00:00:00,,
981,Louisiana,10-17-2020,13.039,10.10.2020,146.622,"1,887,456",1977-07-01 00:00:00,,
982,Louisiana,10-24-2020,9.943,10/17/2020,128.378,"1,887,456",1980-06-01 00:00:00,,
983,Louisiana,10-31-2020,8.419,10/24/2020,115.35,"1,887,456",2021-11-06 00:00:00,,
984,Louisiana,,10.045,10/31/2020,98.935,"1,887,456",2024-05-01 00:00:00,,
985,Louisiana,11-14-2020,10.045,11.07.2020,91.023,"1,887,456",1982-04-01 00:00:00,,
986,Louisiana,11-21-2020,10.045,11/14/2020,83.338,"1,887,456",1942-04-01 00:00:00,,
