,State,Filed week ended,Initial Claims,Refelcting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,Unnamed: 7,Unnamed: 8
1993,Pennsylvania,,239.077,03/28/2020,566.464,"5,800,562",1977-09-01 00:00:00,,
1994,Pennsylvania,,172.733,04.04.2020,614.196,"5,814,461",1956-10-01 00:00:00,,
1995,Pennsylvania,04-18-2020,124.633,04.11.2020,"1,074,660","5,814,461",18.48,,
1996,Pennsylvania,04-25-2020,82.414,04/18/2020,915.249,"5,814,461",15.74,,
1997,Pennsylvania,,58.24,04/25/2020,"1,233,299","5,814,461",21.21,,
1998,Pennsylvania,,50.299,05.02.2020,"1,049,464","5,814,461",2021-05-18 00:00:00,,
1999,Pennsylvania,05-16-2020,41.673,05.09.2020,"1,008,886","5,814,461",17.35,,
2000,Pennsylvania,05-23-2020,55.374,05/16/2020,907.252,"5,814,461",15.60,,
2001,Pennsylvania,05-30-2020,42.266,05/23/2020,"1,019,571","5,814,461",17.54,,
2002,Pennsylvania,,45.049,05/30/2020,846.788,"5,814,461",14.56,,
2003,Pennsylvania,06-13-2020,44.341,06.06.2020,913.81,"5,814,461",15.72,,
2004,Pennsylvania,06-20-2020,42.577,06/13/2020,748.874,"5,814,461",1988-12-01 00:00:00,,
2005,Pennsylvania,06-27-2020,45.261,06/20/2020,809.609,"5,814,461",13.92,,
2006,Pennsylvania,,44.086,06/27/2020,651.16,"5,814,461",2020-11-01 00:00:00,,
2007,Pennsylvania,,44.798,07.04.2020,815.282,"5,827,122",13.99,,
2008,Pennsylvania,07-18-2020,37.986,07.11.2020,670.901,"5,827,122",1951-11-01 00:00:00,,
2009,Pennsylvania,07-25-2020,35.808,07/18/2020,753.353,"5,827,122",1993-12-01 00:00:00,,
2010,Pennsylvania,,29.371,07/25/2020,633.057,"5,827,122",1986-10-01 00:00:00,,
2011,Pennsylvania,,27.094,08.01.2020,673.093,"5,827,122",1955-11-01 00:00:00,,
2012,Pennsylvania,08-15-2020,25.584,08.08.2020,593.016,"5,827,122",2018-10-01 00:00:00,,
2013,Pennsylvania,08-22-2020,27.51,08/15/2020,629.881,"5,827,122",1981-10-01 00:00:00,,
2014,Pennsylvania,08-29-2020,24.883,08/22/2020,561.665,"5,827,122",1964-09-01 00:00:00,,
2015,Pennsylvania,,22.626,08/29/2020,582.821,"5,827,122",10.00,,
