"","WeekOfYear","State","GSV_anxiety","GSV_depression","GSV_insomnia","GSV_suicide","GSV_therapy","GSV_index","GSV_workout","SP","NCases","NDeaths","Unemplyment_claims","Recreation","Grocery","Transit","Parks","Workplace","Residential","Mobility_index","Mobility_index_excl_Mobility","Drug_death"
"568","18","Louisiana",65,52,72,61,66,63.2,76,0.001763643792847,2551,283,40.125,-26.5714285714286,-1.71428571428571,-36.4285714285714,-7.85714285714286,-36.2857142857143,12.5714285714286,-16.047619047619,-17.6857142857143,1562
"570","18","Maryland",68,100,86,55,70,75.8,82,0.001763643792847,6921,384,45.664,-37,-17,-50.4285714285714,21.8571428571429,-48.2857142857143,19.5714285714286,-18.547619047619,-26.6285714285714,2450
"571","18","Massachusetts",70,85,78,65,60,71.6,74,0.001763643792847,13149,1089,44.915,-43.4285714285714,-20.4285714285714,-64.8571428571429,20.7142857142857,-51.2857142857143,20,-23.2142857142857,-32,2284
"572","18","Michigan",79,92,47,39,48,61,91,0.001763643792847,7871,621,55.166,-36.5714285714286,-13,-41,91.1428571428571,-50.1428571428571,17.1428571428571,-5.40476190476191,-24.7142857142857,2538
"573","18","Minnesota",69,82,72,22,65,62,57,0.001763643792847,3636,156,37.669,-31.7142857142857,-4.57142857142857,-47.4285714285714,95.5714285714286,-42.4285714285714,14.8571428571429,-2.61904761904762,-22.2571428571429,905
"574","18","Mississippi",76,54,95,46,72,68.6,81,0.001763643792847,1773,109,23.618,-12.8571428571429,3.57142857142857,-17,14.1428571428571,-32,9.85714285714286,-5.71428571428571,-9.68571428571429,436
"575","18","Missouri",68,75,42,41,63,57.8,75,0.001763643792847,1630,111,31.145,-23.1428571428571,0,-22.1428571428571,61.4285714285714,-36.7142857142857,11.4285714285714,-1.52380952380952,-14.1142857142857,1838
"578","18","Nevada",79,66,16,39,55,51,61,0.001763643792847,824,49,21.635,-37.5714285714286,-9,-49.7142857142857,-33.8571428571429,-50.4285714285714,15.8571428571429,-27.452380952381,-26.1714285714286,753
"580","18","New Jersey",81,100,68,79,54,76.4,86,0.001763643792847,17726,1933,69.689,-53.2857142857143,-18.5714285714286,-62.1428571428571,19.2857142857143,-51.4285714285714,21.5714285714286,-24.0952380952381,-32.7714285714286,2972
"581","18","New Mexico",44,62,66,39,81,58.4,62,0.001763643792847,1124,70,8.024,-28.1428571428571,-1.42857142857143,-23.7142857142857,3.71428571428571,-39.5714285714286,13.1428571428571,-12.6666666666667,-15.9428571428571,661
"582","18","New York",76,87,70,59,68,72,86,0.001763643792847,12297,820,199.419,-54.7142857142857,-17,-63.2857142857143,2.71428571428571,-51.5714285714286,20.4285714285714,-27.2380952380952,-33.2285714285714,2502
"583","18","North Carolina",71,86,64,51,63,67,92,0.001763643792847,2640,117,57.354,-25.7142857142857,-3.42857142857143,-40.1428571428571,26.8571428571429,-38.1428571428571,12.7142857142857,-11.3095238095238,-18.9428571428571,2598
"585","18","Ohio",75,87,67,50,77,71.2,76,0.001763643792847,3951,310,52.253,-27.1428571428571,-4.42857142857143,-21.7142857142857,100.714285714286,-40.4285714285714,13.4285714285714,3.4047619047619,-16.0571428571429,4648
"586","18","Oklahoma",58,66,49,40,59,54.4,69,0.001763643792847,759,47,39.079,-13.7142857142857,6.42857142857143,-9.28571428571429,49.1428571428571,-33,9.85714285714286,1.57142857142857,-7.94285714285714,684
"587","18","Oregon",60,84,83,59,48,66.8,84,0.001763643792847,369,18,33.936,-33,-7,-37.7142857142857,19.4285714285714,-42,13.1428571428571,-14.5238095238095,-21.3142857142857,702
"588","18","Pennsylvania",76,86,65,45,70,68.4,80,0.001763643792847,9033,894,50.299,-36.8571428571429,-12.8571428571429,-46.4285714285714,39.2857142857143,-44.1428571428571,16.2857142857143,-14.1190476190476,-24.8,4823
"590","18","South Carolina",73,76,37,37,78,60.2,61,0.001763643792847,1091,71,33.191,-20.7142857142857,0.571428571428571,-20.4285714285714,4,-35.2857142857143,11.1428571428571,-10.1190476190476,-12.9428571428571,1389
"592","18","Tennessee",72,72,49,30,74,59.4,85,0.001763643792847,3400,35,28.377,-18.7142857142857,0.714285714285714,-23.1428571428571,27.1428571428571,-34.8571428571429,10.5714285714286,-6.38095238095238,-13.0857142857143,2521
"593","18","Texas",80,83,91,46,75,75,82,0.001763643792847,6917,226,141.553,-27.8571428571429,-8.14285714285714,-36.4285714285714,-4,-39.5714285714286,14.8571428571429,-16.8571428571429,-19.4285714285714,3498
"594","18","Utah",42,89,41,75,60,61.4,91,0.001763643792847,1047,9,7.076,-24.5714285714286,-5.57142857142857,-36.2857142857143,76.5714285714286,-41,12.1428571428571,-3.11904761904762,-19.0571428571429,571
"596","18","Virginia",64,81,48,69,74,67.2,87,0.001763643792847,5957,226,52.139,-32.7142857142857,-10,-44.8571428571429,21.8571428571429,-43.1428571428571,15.8571428571429,-15.5,-22.9714285714286,1759
"597","18","Washington",71,86,47,72,61,67.4,76,0.001763643792847,1782,85,110.831,-34.4285714285714,-9.28571428571429,-49.1428571428571,16.2857142857143,-46.5714285714286,15.8571428571429,-17.8809523809524,-24.7142857142857,1462
"599","18","Wisconsin",65,98,59,49,65,67.2,60,0.001763643792847,2053,67,38.71,-34.1428571428571,-6.14285714285714,-25.4285714285714,96.1428571428571,-37.5714285714286,14.2857142857143,1.19047619047619,-17.8,1371
"601","19","Alabama",72,56,75,45,53,60.2,82,0.000585684204654738,1920,110,25.15,-15,9.28571428571429,-11.7142857142857,28.2857142857143,-30,10.1428571428571,-1.5,-7.45714285714286,879
"603","19","Arizona",61,75,66,34,58,58.8,66,0.000585684204654738,2479,174,31.957,-29.2857142857143,-3.14285714285714,-33.8571428571429,-18.1428571428571,-38.2857142857143,13,-18.2857142857143,-18.3142857142857,2220
"605","19","California",83,85,58,47,73,69.2,81,0.000585684204654738,14273,575,244.431,-45.5714285714286,-5,-45,-18.4285714285714,-42.1428571428571,17,-23.1904761904762,-24.1428571428571,7224
"606","19","Colorado",77,66,42,45,57,57.4,71,0.000585684204654738,2835,129,18.054,-27.7142857142857,-2.57142857142857,-43.8571428571429,33.2857142857143,-40.8571428571429,14.1428571428571,-11.2619047619048,-20.1714285714286,1296
"607","19","Connecticut",76,70,86,37,51,64,86,0.000585684204654738,4242,472,25.96,-32,-7.57142857142857,-46.7142857142857,34.1428571428571,-42.2857142857143,16.8571428571429,-12.9285714285714,-22.3428571428571,1348
"609","19","Florida",80,69,64,49,75,67.4,84,0.000585684204654738,3963,298,225.404,-32.8571428571429,-10.4285714285714,-49.7142857142857,-29.2857142857143,-37.5714285714286,14,-24.3095238095238,-23.3142857142857,6633
"610","19","Georgia",60,64,73,41,63,60.2,70,0.000585684204654738,4705,226,177.731,-18.5714285714286,1.28571428571429,-40.8571428571429,17.2857142857143,-36.5714285714286,12.5714285714286,-10.8095238095238,-16.4285714285714,1564
"611","19","Hawaii",40,84,42,84,25,55,77,0.000585684204654738,11,0,10.964,-45.5714285714286,-19.7142857142857,-65.1428571428571,-50.1428571428571,-41.8571428571429,17.7142857142857,-34.1190476190476,-30.9142857142857,259
"613","19","Illinois",77,88,61,56,68,70,73,0.000585684204654738,16292,788,72.78,-33.8571428571429,-1.85714285714286,-44,8.14285714285714,-42.4285714285714,16.2857142857143,-16.2857142857143,-21.1714285714286,3295
"614","19","Indiana",81,85,38,42,65,62.2,65,0.000585684204654738,4193,267,29.436,-20.2857142857143,3.71428571428571,-14.5714285714286,59.5714285714286,-35.5714285714286,12.8571428571429,0.952380952380953,-10.7714285714286,1986
"618","19","Louisiana",69,59,72,37,63,60,87,0.000585684204654738,2290,274,28.545,-22.8571428571429,5,-33.1428571428571,-7.42857142857143,-33.2857142857143,11.8571428571429,-13.3095238095238,-14.4857142857143,1562
"620","19","Maryland",65,67,56,38,67,58.6,77,0.000585684204654738,6965,380,35.346,-32.8571428571429,-11.5714285714286,-48.5714285714286,24.8571428571429,-46.2857142857143,19.2857142857143,-15.8571428571429,-24,2450
"621","19","Massachusetts",70,78,49,51,57,61,76,0.000585684204654738,9706,913,38.684,-39.4285714285714,-13.8571428571429,-64,15.5714285714286,-49.1428571428571,19.5714285714286,-21.8809523809524,-29.3714285714286,2284
"622","19","Michigan",85,83,27,59,54,61.6,85,0.000585684204654738,10168,454,56.715,-33,-5.71428571428571,-38.5714285714286,59,-46.8571428571429,17,-8.02380952380952,-21.4285714285714,2538
"623","19","Minnesota",82,79,46,26,63,59.2,79,0.000585684204654738,4033,150,28.893,-29.7142857142857,1,-47.5714285714286,70.7142857142857,-40.7142857142857,15.7142857142857,-5.0952380952381,-20.2571428571429,905
"624","19","Mississippi",95,48,36,47,67,58.6,83,0.000585684204654738,1894,117,24.242,-8.42857142857143,9.85714285714286,-12.2857142857143,17.8571428571429,-29.2857142857143,9.28571428571429,-2.16666666666667,-6.17142857142857,436
"625","19","Missouri",76,62,53,44,49,56.8,62,0.000585684204654738,1112,128,28.244,-15.5714285714286,7.42857142857143,-21,45.8571428571429,-33,10.5714285714286,-0.952380952380953,-10.3142857142857,1838
"628","19","Nevada",64,87,91,40,75,71.4,72,0.000585684204654738,683,55,17.837,-34.7142857142857,-3.28571428571429,-47.2857142857143,-29.4285714285714,-47.2857142857143,15.7142857142857,-24.3809523809524,-23.3714285714286,753
"630","19","New Jersey",77,77,78,60,50,68.4,72,0.000585684204654738,11845,1384,42.365,-48.8571428571429,-12.4285714285714,-60.8571428571429,23.2857142857143,-48.7142857142857,20.8571428571429,-21.1190476190476,-30,2972
"631","19","New Mexico",45,77,23,43,46,46.8,68,0.000585684204654738,1013,64,7.356,-26.7142857142857,5.85714285714286,-20.1428571428571,8.14285714285714,-37.2857142857143,13,-9.52380952380952,-13.0571428571429,661
"632","19","New York",70,85,75,63,67,72,87,0.000585684204654738,8894,1216,229.524,-51.7142857142857,-11.7142857142857,-62,-9.71428571428571,-49.1428571428571,20.1428571428571,-27.3571428571429,-30.8857142857143,2502
"633","19","North Carolina",61,81,69,51,73,67,75,0.000585684204654738,3480,123,46.913,-22.5714285714286,2.14285714285714,-36,26,-35.8571428571429,12.1428571428571,-9.02380952380952,-16.0285714285714,2598
"635","19","Ohio",59,88,82,32,74,67,66,0.000585684204654738,4167,303,46.855,-25.5714285714286,0.571428571428571,-20.5714285714286,65.5714285714286,-37.5714285714286,13.5714285714286,-0.666666666666667,-13.9142857142857,4648
"636","19","Oklahoma",62,66,34,61,66,57.8,62,0.000585684204654738,644,32,33.44,-7,12.4285714285714,-6,48.1428571428571,-29.5714285714286,9.14285714285714,4.52380952380952,-4.2,684
"637","19","Oregon",78,77,52,52,59,63.6,70,0.000585684204654738,548,18,23.539,-28.1428571428571,2.71428571428571,-32.8571428571429,50.7142857142857,-39.2857142857143,12.1428571428571,-5.78571428571428,-17.0857142857143,702
"638","19","Pennsylvania",77,73,76,46,63,67,76,0.000585684204654738,8001,1263,41.673,-33.8571428571429,-7.42857142857143,-45.1428571428571,19,-41.5714285714286,16.1428571428571,-15.4761904761905,-22.3714285714286,4823
"640","19","South Carolina",67,67,50,44,67,59,72,0.000585684204654738,1060,62,29.899,-15.4285714285714,6.42857142857143,-15.5714285714286,11.8571428571429,-32.1428571428571,10.2857142857143,-5.76190476190476,-9.28571428571429,1389
"642","19","Tennessee",72,72,42,31,68,57,95,0.000585684204654738,2683,50,27.99,-12.8571428571429,7.42857142857143,-19.8571428571429,20.7142857142857,-31.5714285714286,9.85714285714286,-4.38095238095238,-9.4,2521
"643","19","Texas",89,83,72,50,71,73,82,0.000585684204654738,7321,215,134.065,-22,-1.14285714285714,-32.8571428571429,2,-35.7142857142857,13.5714285714286,-12.6904761904762,-15.6285714285714,3498
"644","19","Utah",64,88,50,44,52,59.6,68,0.000585684204654738,1056,17,6.228,-17.1428571428571,5.85714285714286,-32.2857142857143,94.7142857142857,-37,11.1428571428571,4.21428571428571,-13.8857142857143,571
"646","19","Virginia",82,65,45,62,71,65,91,0.000585684204654738,5578,166,44.699,-29.2857142857143,-4.28571428571429,-42.7142857142857,20.8571428571429,-41.5714285714286,15.7142857142857,-13.547619047619,-20.4285714285714,1759
"647","19","Washington",58,78,66,59,60,64.2,79,0.000585684204654738,1729,97,140.119,-29.2857142857143,0.714285714285714,-42.2857142857143,71.4285714285714,-43.4285714285714,13.8571428571429,-4.83333333333333,-20.0857142857143,1462
"649","19","Wisconsin",66,88,61,51,54,64,60,0.000585684204654738,2255,61,31.287,-31.4285714285714,0.714285714285714,-24,77.8571428571429,-35.7142857142857,14.1428571428571,0.261904761904763,-15.2571428571429,1371
"651","20","Alabama",66,58,56,47,53,56,78,0.0184034117040403,2623,102,27.919,-11.5714285714286,3.28571428571429,-9.14285714285714,41.7142857142857,-27.1428571428571,9,1.02380952380952,-7.11428571428571,879
"653","20","Arizona",69,81,77,46,63,67.2,77,0.0184034117040403,2818,144,26.868,-25.2857142857143,-7.85714285714286,-32,-11,-35.5714285714286,11.8571428571429,-16.6428571428571,-17.7714285714286,2220
"655","20","California",83,83,79,53,73,74.2,84,0.0184034117040403,15224,538,203.262,-45.4285714285714,-10.4285714285714,-45.4285714285714,-15.8571428571429,-41,16.7142857142857,-23.5714285714286,-25.1142857142857,7224
"656","20","Colorado",83,59,43,39,63,57.4,67,0.0184034117040403,2391,244,15.719,-27.7142857142857,-6.57142857142857,-42.7142857142857,35.4285714285714,-38.8571428571429,13.7142857142857,-11.1190476190476,-20.4285714285714,1296
"657","20","Connecticut",56,47,40,30,56,45.8,83,0.0184034117040403,3865,441,16.603,-30.2857142857143,-12.8571428571429,-42,75.8571428571429,-39.8571428571429,15.5714285714286,-5.59523809523809,-21.8857142857143,1348
"659","20","Florida",85,66,67,44,69,66.2,79,0.0184034117040403,5247,285,175.411,-31.2857142857143,-13.5714285714286,-48.7142857142857,-26.2857142857143,-35.5714285714286,13.1428571428571,-23.7142857142857,-23.2,6633
"660","20","Georgia",75,53,58,36,64,57.2,81,0.0184034117040403,3909,202,165.499,-18.4285714285714,-2.57142857142857,-39.2857142857143,38,-34.4285714285714,12,-7.45238095238095,-16.5428571428571,1564
"661","20","Hawaii",52,53,14,48,52,43.8,71,0.0184034117040403,7,0,9.14,-45.8571428571429,-23.5714285714286,-65.5714285714286,-45.5714285714286,-40,17,-33.9285714285714,-31.6,259
"663","20","Illinois",81,75,47,51,60,62.8,83,0.0184034117040403,16450,771,58.263,-35.8571428571429,-9,-44.2857142857143,17.2857142857143,-41.5714285714286,16,-16.2380952380952,-22.9428571428571,3295
"664","20","Indiana",73,67,38,37,58,54.6,93,0.0184034117040403,3652,258,25.523,-16.1428571428571,-0.714285714285714,-12.1428571428571,69.4285714285714,-32.1428571428571,11.7142857142857,3.33333333333333,-9.88571428571429,1986
"668","20","Louisiana",60,76,22,55,95,61.6,84,0.0184034117040403,2825,205,23.961,-23.1428571428571,-1,-33.2857142857143,-11,-31.5714285714286,11.7142857142857,-14.7142857142857,-15.4571428571429,1562
"670","20","Maryland",83,72,89,45,85,74.8,88,0.0184034117040403,5431,367,34.048,-32.1428571428571,-13,-45,67.5714285714286,-44.7142857142857,18,-8.21428571428572,-23.3714285714286,2450
"671","20","Massachusetts",74,91,56,49,53,64.6,79,0.0184034117040403,8217,764,38.332,-38.4285714285714,-17.4285714285714,-60.8571428571429,43.5714285714286,-47.2857142857143,18.5714285714286,-16.9761904761905,-29.0857142857143,2284
"672","20","Michigan",89,57,45,39,62,58.4,78,0.0184034117040403,14985,315,64.574,-33.1428571428571,-10,-36.1428571428571,77,-44,16,-5.04761904761905,-21.4571428571429,2538
"673","20","Minnesota",57,66,47,35,64,53.8,64,0.0184034117040403,5101,161,27.211,-32.1428571428571,-4.14285714285714,-49.4285714285714,86.2857142857143,-39.7142857142857,15,-4.02380952380952,-22.0857142857143,905
"674","20","Mississippi",45,78,71,25,63,56.4,74,0.0184034117040403,1951,101,23.856,-7.14285714285714,4.42857142857143,-8.85714285714286,21.4285714285714,-26.5714285714286,8.57142857142857,-1.35714285714286,-5.91428571428571,436
"675","20","Missouri",75,52,43,40,50,52,73,0.0184034117040403,1161,98,27.436,-16.5714285714286,1.14285714285714,-21.2857142857143,34.8571428571429,-31.1428571428571,10.8571428571429,-3.69047619047619,-11.4,1838
"678","20","Nevada",64,50,51,51,73,57.8,61,0.0184034117040403,763,48,15.607,-32,-7.57142857142857,-45.8571428571429,-30.5714285714286,-44.7142857142857,15.1428571428571,-24.2619047619048,-23,753
"680","20","New Jersey",80,65,78,56,52,66.2,95,0.0184034117040403,7890,1101,34.41,-46,-13.8571428571429,-57.2857142857143,69.8571428571429,-46.2857142857143,19.4285714285714,-12.3571428571429,-28.8,2972
"681","20","New Mexico",71,55,23,25,61,47,75,0.0184034117040403,1075,61,7.058,-26,0.714285714285714,-19.4285714285714,15.5714285714286,-35.4285714285714,13,-8.59523809523809,-13.4285714285714,661
"682","20","New York",75,75,69,58,67,68.8,87,0.0184034117040403,6550,581,189.698,-49.4285714285714,-13.1428571428571,-59.5714285714286,20.1428571428571,-47,19,-21.6666666666667,-30.0285714285714,2502
"683","20","North Carolina",63,81,73,42,66,65,78,0.0184034117040403,4019,104,44.202,-22.2857142857143,-0.571428571428571,-32.1428571428571,51.7142857142857,-33.8571428571429,11.1428571428571,-4.33333333333333,-15.5428571428571,2598
"685","20","Ohio",83,71,72,39,61,65.2,76,0.0184034117040403,3842,284,42.575,-22.8571428571429,-2.85714285714286,-17.4285714285714,95.4285714285714,-34.2857142857143,12.4285714285714,5.07142857142857,-13,4648
"686","20","Oklahoma",63,61,100,67,52,68.6,78,0.0184034117040403,828,19,43.714,-9.28571428571429,5.14285714285714,-6.57142857142857,31.4285714285714,-28,9.57142857142857,0.380952380952381,-5.82857142857143,684
"687","20","Oregon",65,70,64,43,58,60,79,0.0184034117040403,395,10,28.452,-31.1428571428571,-6,-35,18.5714285714286,-38.1428571428571,13,-13.1190476190476,-19.4571428571429,702
"688","20","Pennsylvania",80,85,74,45,60,68.8,80,0.0184034117040403,5889,711,55.374,-32.4285714285714,-9.14285714285714,-43,55.8571428571429,-39.2857142857143,14.4285714285714,-8.92857142857143,-21.8857142857143,4823
"690","20","South Carolina",75,68,73,56,60,66.4,100,0.0184034117040403,1277,52,25.38,-12.5714285714286,3,-9.28571428571429,37.8571428571429,-29.8571428571429,9.28571428571429,-0.261904761904762,-7.88571428571429,1389
"692","20","Tennessee",61,62,37,31,65,51.2,89,0.0184034117040403,2174,56,25.439,-11.4285714285714,3.42857142857143,-17.2857142857143,50.7142857142857,-29.5714285714286,9.14285714285714,0.833333333333333,-9.14285714285714,2521
"693","20","Texas",73,72,80,40,77,68.4,97,0.0184034117040403,8915,237,127.717,-22.2857142857143,-6,-34,-3.57142857142857,-34.8571428571429,14,-14.452380952381,-16.6285714285714,3498
"694","20","Utah",90,70,25,51,71,61.4,99,0.0184034117040403,988,13,5.405,-18,3.28571428571429,-31.4285714285714,95.7142857142857,-36.2857142857143,11.1428571428571,4.07142857142857,-14.2571428571429,571
"696","20","Virginia",62,73,54,58,58,61,78,0.0184034117040403,6070,164,39.242,-29.1428571428571,-6.28571428571429,-40.1428571428571,47.5714285714286,-39.7142857142857,14.8571428571429,-8.80952380952381,-20.0857142857143,1759
"697","20","Washington",79,77,71,50,64,68.2,95,0.0184034117040403,1501,70,49.436,-32.8571428571429,-7.14285714285714,-45,42.2857142857143,-42.2857142857143,14.7142857142857,-11.7142857142857,-22.5142857142857,1462
"699","20","Wisconsin",66,71,52,34,59,56.4,61,0.0184034117040403,2324,53,28.967,-29.1428571428571,-4.28571428571429,-22.2857142857143,101.857142857143,-33.7142857142857,13.4285714285714,4.30952380952381,-15.2,1371
"701","21","Alabama",55,59,47,48,60,53.8,92,0.0235482083108103,3077,104,21.335,-8.28571428571429,6.71428571428571,-5.42857142857143,47.4285714285714,-26.2857142857143,8.14285714285714,3.71428571428571,-5.02857142857143,879
"703","21","Arizona",53,64,39,37,62,51,94,0.0235482083108103,2402,120,22.012,-19,-3.71428571428571,-28,1.28571428571429,-33.2857142857143,10.5714285714286,-12.0238095238095,-14.6857142857143,2220
"705","21","California",79,69,83,56,68,71,78,0.0235482083108103,15890,537,228.634,-42,-6.85714285714286,-43.5714285714286,-4.85714285714286,-39,15.4285714285714,-20.1428571428571,-23.2,7224
"706","21","Colorado",82,64,49,49,51,59,74,0.0235482083108103,2158,115,12.519,-23,-1.71428571428571,-38.1428571428571,57.4285714285714,-37.7142857142857,12,-5.19047619047619,-17.7142857142857,1296
"707","21","Connecticut",79,55,37,44,61,55.2,76,0.0235482083108103,3049,285,14.208,-24.1428571428571,-7.85714285714286,-36.7142857142857,74.7142857142857,-37.7142857142857,14.4285714285714,-2.88095238095238,-18.4,1348
"709","21","Florida",88,51,91,50,74,70.8,94,0.0235482083108103,5253,256,207.707,-27.4285714285714,-11.7142857142857,-46.7142857142857,-24.2857142857143,-33.2857142857143,12.1428571428571,-21.8809523809524,-21.4,6633
"710","21","Georgia",73,53,60,45,63,58.8,82,0.0235482083108103,5635,221,149.163,-16,-1.42857142857143,-37.2857142857143,30.2857142857143,-33.5714285714286,11.4285714285714,-7.76190476190476,-15.3714285714286,1564
"711","21","Hawaii",38,34,15,90,56,46.6,72,0.0235482083108103,7,0,7.702,-41.8571428571429,-19,-63.8571428571429,-41.1428571428571,-38.2857142857143,15.7142857142857,-31.4047619047619,-29.4571428571429,259
"713","21","Illinois",75,56,55,64,58,61.6,81,0.0235482083108103,16113,679,46.385,-30.7142857142857,-2.57142857142857,-40.2857142857143,41.2857142857143,-39.4285714285714,14.1428571428571,-9.5952380952381,-19.7714285714286,3295
"714","21","Indiana",70,42,55,26,63,51.2,82,0.0235482083108103,3598,212,22.914,-9.71428571428571,4.42857142857143,-5.42857142857143,114.428571428571,-30.7142857142857,9.42857142857143,13.7380952380952,-6.4,1986
"718","21","Louisiana",51,43,61,39,57,50.2,85,0.0235482083108103,2794,199,19.334,-15.7142857142857,2.42857142857143,-24.2857142857143,5.85714285714286,-27.5714285714286,9,-8.38095238095238,-11.2285714285714,1562
"720","21","Maryland",66,62,53,41,71,58.6,95,0.0235482083108103,8348,266,31.967,-29.1428571428571,-10.1428571428571,-43,62.5714285714286,-42.8571428571429,17.5714285714286,-7.5,-21.5142857142857,2450
"721","21","Massachusetts",73,62,67,44,53,59.8,73,0.0235482083108103,6665,544,27.63,-33.5714285714286,-13.1428571428571,-58.5714285714286,57.2857142857143,-45,16.7142857142857,-12.7142857142857,-26.7142857142857,2284
"722","21","Michigan",81,66,27,38,57,53.8,90,0.0235482083108103,10489,253,39.29,-26,-2,-29.4285714285714,142.285714285714,-40.2857142857143,13,9.59523809523809,-16.9428571428571,2538
"723","21","Minnesota",57,52,33,23,66,46.2,57,0.0235482083108103,4201,139,21.654,-24.7142857142857,3.14285714285714,-45.7142857142857,135.857142857143,-37.8571428571429,12.5714285714286,7.21428571428572,-18.5142857142857,905
"724","21","Mississippi",59,50,37,20,51,43.4,79,0.0235482083108103,2187,99,24.014,-2.57142857142857,7,-4.14285714285714,39.5714285714286,-25.2857142857143,7.42857142857143,3.66666666666667,-3.51428571428571,436
"725","21","Missouri",61,60,67,42,65,59,81,0.0235482083108103,1217,79,20.65,-8,7.57142857142857,-14.8571428571429,86.1428571428571,-29,8.28571428571429,8.35714285714286,-7.2,1838
"728","21","Nevada",78,54,52,30,70,56.8,88,0.0235482083108103,914,45,11.337,-27,-5,-42.7142857142857,-22.7142857142857,-42,13.4285714285714,-21,-20.6571428571429,753
"730","21","New Jersey",72,60,97,60,60,69.8,70,0.0235482083108103,7935,777,26.752,-43,-10.5714285714286,-55.7142857142857,59.8571428571429,-44.2857142857143,18.5714285714286,-12.5238095238095,-27,2972
"731","21","New Mexico",45,28,60,39,68,48,70,0.0235482083108103,1005,42,6.672,-20.7142857142857,5.14285714285714,-17.8571428571429,29.4285714285714,-34,11.5714285714286,-4.40476190476191,-11.1714285714286,661
"732","21","New York",76,62,77,51,63,65.8,93,0.0235482083108103,5864,382,82.326,-44.8571428571429,-8.28571428571429,-57.8571428571429,26.8571428571429,-45,17.2857142857143,-18.6428571428571,-27.7428571428571,2502
"733","21","North Carolina",68,67,55,55,61,61.2,84,0.0235482083108103,5003,120,37.047,-22.1428571428571,-2.28571428571429,-32.2857142857143,22.8571428571429,-33.1428571428571,12.1428571428571,-9.14285714285714,-15.5428571428571,2598
"735","21","Ohio",67,65,73,41,52,59.6,84,0.0235482083108103,3988,344,35.069,-15.5714285714286,1.42857142857143,-13.2857142857143,113.571428571429,-32.7142857142857,10.2857142857143,10.6190476190476,-9.97142857142857,4648
"736","21","Oklahoma",55,37,36,57,64,49.8,93,0.0235482083108103,566,25,60.376,-2.85714285714286,9.85714285714286,2.57142857142857,86.8571428571429,-27.5714285714286,7.14285714285714,12.6666666666667,-2.17142857142857,684
"737","21","Oregon",43,64,33,51,52,48.6,61,0.0235482083108103,304,11,20.565,-24.1428571428571,-2.28571428571429,-29.5714285714286,45.2857142857143,-36.1428571428571,11.2857142857143,-5.92857142857143,-16.1714285714286,702
"738","21","Pennsylvania",70,68,57,55,55,61,86,0.0235482083108103,5576,721,42.266,-27.4285714285714,-4.28571428571429,-44,73,-38,13.4285714285714,-4.54761904761905,-20.0571428571429,4823
"740","21","South Carolina",63,64,68,34,57,57.2,84,0.0235482083108103,1390,52,18.91,-9.14285714285714,3.57142857142857,-4.42857142857143,31.8571428571429,-28,9.28571428571429,0.523809523809524,-5.74285714285714,1389
"742","21","Tennessee",64,66,67,33,59,57.8,100,0.0235482083108103,3022,35,22.255,-8,5.28571428571429,-15.2857142857143,57.1428571428571,-28.8571428571429,8.28571428571429,3.0952380952381,-7.71428571428571,2521
"743","21","Texas",77,57,65,51,69,63.8,96,0.0235482083108103,7564,173,106.677,-17.2857142857143,-3,-30.4285714285714,8.42857142857143,-32.7142857142857,11.5714285714286,-10.5714285714286,-14.3714285714286,3498
"744","21","Utah",45,39,44,74,76,55.6,87,0.0235482083108103,1195,18,4.948,-12.1428571428571,9,-29.2857142857143,111.142857142857,-34.8571428571429,9.71428571428571,8.92857142857143,-11.5142857142857,571
"746","21","Virginia",78,60,37,55,59,57.8,83,0.0235482083108103,6587,194,31.379,-27.7142857142857,-6,-39.7142857142857,29.8571428571429,-38.7142857142857,14.8571428571429,-11.2380952380952,-19.4571428571429,1759
"747","21","Washington",69,69,83,51,64,67.2,74,0.0235482083108103,1400,60,31.929,-29.5714285714286,-4.28571428571429,-42.2857142857143,57.4285714285714,-40.8571428571429,13.5714285714286,-7.66666666666667,-20.6857142857143,1462
"749","21","Wisconsin",57,57,54,36,52,51.2,68,0.0235482083108103,2734,57,24.661,-17.4285714285714,3.42857142857143,-15,167.857142857143,-31.8571428571429,10.8571428571429,19.6428571428571,-10,1371
"751","22","Alabama",59,74,28,47,71,55.8,64,0.0297649886187776,3332,114,19.949,-10.8571428571429,3,-4.14285714285714,47,-29,9.28571428571429,2.54761904761905,-6.34285714285714,879
"753","22","Arizona",52,53,65,48,68,57.2,68,0.0297649886187776,3597,106,24.367,-21,-6.28571428571429,-30.1428571428571,-8,-35,11.5714285714286,-14.8095238095238,-16.1714285714286,2220
"755","22","California",77,61,70,47,70,65,65,0.0297649886187776,19493,500,255.836,-40.8571428571429,-8.42857142857143,-43.4285714285714,-1.42857142857143,-39.7142857142857,15.5714285714286,-19.7142857142857,-23.3714285714286,7224
"756","22","Colorado",88,46,36,35,49,50.8,52,0.0297649886187776,2205,115,13.098,-20.7142857142857,-1.85714285714286,-35.2857142857143,73.2857142857143,-37.5714285714286,12,-1.69047619047619,-16.6857142857143,1296
"757","22","Connecticut",68,77,59,55,61,64,60,0.0297649886187776,1733,251,15.366,-23,-9.85714285714286,-35.1428571428571,92.5714285714286,-37.5714285714286,14.2857142857143,0.214285714285714,-18.2571428571429,1348
